symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
RENDERUSDT,2.0,0.1,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.0,0.1,12,47.26915441264397,1,100.0,inf
RENDERUSDT,2.0,0.1,20,-10.415258446532,4,75.0,0.7251016467773983
RENDERUSDT,2.0,0.2,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.0,0.2,12,47.26915441264397,1,100.0,inf
RENDERUSDT,2.0,0.2,20,-10.415258446532,4,75.0,0.7251016467773983
RENDERUSDT,2.0,0.3,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.0,0.3,12,47.26915441264397,1,100.0,inf
RENDERUSDT,2.0,0.3,20,-10.415258446532,4,75.0,0.7251016467773983
RENDERUSDT,2.8,0.1,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.8,0.1,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,2.8,0.1,20,24.278262848821814,2,100.0,inf
RENDERUSDT,2.8,0.2,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.8,0.2,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,2.8,0.2,20,24.278262848821814,2,100.0,inf
RENDERUSDT,2.8,0.3,8,13.335507361803497,1,100.0,inf
RENDERUSDT,2.8,0.3,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,2.8,0.3,20,24.278262848821814,2,100.0,inf
RENDERUSDT,3.5,0.1,8,13.335507361803497,1,100.0,inf
RENDERUSDT,3.5,0.1,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,3.5,0.1,20,24.278262848821814,2,100.0,inf
RENDERUSDT,3.5,0.2,8,13.335507361803497,1,100.0,inf
RENDERUSDT,3.5,0.2,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,3.5,0.2,20,24.278262848821814,2,100.0,inf
RENDERUSDT,3.5,0.3,8,13.335507361803497,1,100.0,inf
RENDERUSDT,3.5,0.3,12,-43.874839514875546,1,0.0,0.0
RENDERUSDT,3.5,0.3,20,24.278262848821814,2,100.0,inf
