symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
FILUSDT,8,20,1.0,-13.084685903698311,410,53.17,0.5494061254951876
FILUSDT,8,20,1.2,-10.591548720500358,320,52.19,0.5352959142807894
FILUSDT,8,20,1.5,-8.413430560160064,212,50.0,0.4622655079721281
FILUSDT,8,21,1.0,-14.026489219191411,409,52.32,0.5255789959612142
FILUSDT,8,21,1.2,-10.803651993385534,320,51.88,0.5292597864887157
FILUSDT,8,21,1.5,-8.523479266283045,213,49.77,0.45938335486370907
FILUSDT,9,20,1.0,-14.409478673797073,430,52.33,0.5325046514210843
FILUSDT,9,20,1.2,-11.552573983466068,336,51.49,0.5215997053986416
FILUSDT,9,20,1.5,-9.080929408059387,228,49.56,0.45858993847650675
FILUSDT,9,21,1.0,-14.187198853904269,423,52.25,0.5306051746734765
FILUSDT,9,21,1.2,-11.554084115394835,333,51.05,0.518727803819116
FILUSDT,9,21,1.5,-8.823979761564434,225,49.33,0.4631815689657685
