symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
DOGEUSDT,MSS,4994.617023079702,751,89.08,2.3985925048213335,0.0
DOGEUSDT,FVG,4447.270228099534,670,88.81,2.334650848909846,-547.3467949801689
DOGEUSDT,SFP,4939.565499124691,746,89.01,2.383176978780663,-55.05152395501136
DOGEUSDT,MicroBurst,4734.549396758754,729,89.3,2.3936114247627542,-260.0676263209489
DOGEUSDT,RSI,4991.765061013673,745,89.26,2.440307358809382,-2.8519620660290457
DOGEUSDT,MACD,5000.758587085985,713,89.06,2.5040746656397497,6.141564006282351
DOGEUSDT,Bollinger,4788.39514774742,703,89.05,2.4107234525806973,-206.22187533228225
DOGEUSDT,EMA,4941.5224574074045,739,88.9,2.3942522178067844,-53.094565672297904
DOGEUSDT,ADX,4908.649840181667,734,89.65,2.4631794960688116,-85.96718289803539
DOGEUSDT,Stochastic,4916.662412750673,719,89.43,2.4917298446334635,-77.95461032902949
DOGEUSDT,OBV,4639.671504252876,689,89.26,2.4592734116725574,-354.9455188268266
DOGEUSDT,SuperTrend,4994.617023079702,751,89.08,2.3985925048213335,0.0
DOGEUSDT,RSI7,5069.944720270921,746,89.28,2.445882377030175,75.32769719121825
DOGEUSDT,KAMA,5064.899487907816,736,89.27,2.4760539677733227,70.28246482811392
