symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
DOGEUSDT,dual,ALL14,0.0003,0.0013,4994.617023079702,751,89.08,2.3985925048213335,0.0
DOGEUSDT,dual,ALL14,0.001,0.002,4078.061104366654,747,88.09,2.0420874320242235,-916.5559187130484
DOGEUSDT,dual,ALL14,0.003,0.004,608.5140177657651,719,83.87,1.1105960349503992,-4386.1030053139375
