symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
XLMUSDT,5,100,3,2.511072778122947,23,86.96,2.22034665101723
XLMUSDT,5,100,5,2.511072778122947,23,86.96,2.22034665101723
XLMUSDT,5,100,10,2.511072778122947,23,86.96,2.22034665101723
XLMUSDT,5,200,3,5.606713743527937,24,95.83,9.127172503691297
XLMUSDT,5,200,5,5.606713743527937,24,95.83,9.127172503691297
XLMUSDT,5,200,10,5.606713743527937,24,95.83,9.127172503691297
XLMUSDT,10,100,3,6.213987633027713,53,92.45,3.3310763317685166
XLMUSDT,10,100,5,6.213987633027713,53,92.45,3.3310763317685166
XLMUSDT,10,100,10,6.213987633027713,53,92.45,3.3310763317685166
XLMUSDT,10,200,3,6.218270807338874,63,90.48,2.3210314015752997
XLMUSDT,10,200,5,6.218270807338874,63,90.48,2.3210314015752997
XLMUSDT,10,200,10,6.218270807338874,63,90.48,2.3210314015752997
XLMUSDT,15,100,3,17.96593507358181,90,90.0,4.233089629247294
XLMUSDT,15,100,5,17.96593507358181,90,90.0,4.233089629247294
XLMUSDT,15,100,10,17.685744008088392,89,89.89,4.182667381568877
XLMUSDT,15,200,3,25.862644436471335,103,93.2,6.374205825314758
XLMUSDT,15,200,5,25.862644436471335,103,93.2,6.374205825314758
XLMUSDT,15,200,10,25.582453370977916,102,93.14,6.315982681889704
