symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
LINKUSDT,5,100,3,-38.17820110809903,1737,58.95,0.6485146611301373
LINKUSDT,5,100,5,-38.17063386508139,1758,58.99,0.6518175466648178
LINKUSDT,5,100,10,-38.10675086508139,1759,59.01,0.6524002705395388
LINKUSDT,5,200,3,-47.379735188793056,2208,59.19,0.6570499933895161
LINKUSDT,5,200,5,-47.305992425872304,2227,59.27,0.659449136384777
LINKUSDT,5,200,10,-47.2421094258723,2228,59.29,0.6599090233822736
LINKUSDT,10,100,3,-82.22079123319695,3669,58.6,0.6463182493319174
LINKUSDT,10,100,5,-83.31020023120942,3717,58.54,0.6461531851791965
LINKUSDT,10,100,10,-82.52350237656269,3707,58.62,0.6480107286484726
LINKUSDT,10,200,3,-97.97332729316803,4380,58.61,0.6476243044625567
LINKUSDT,10,200,5,-98.19945324778507,4428,58.67,0.6497204028849625
LINKUSDT,10,200,10,-97.62299803883995,4421,58.72,0.650865693587201
LINKUSDT,15,100,3,-131.30775341668482,5610,57.95,0.6356614140120362
LINKUSDT,15,100,5,-132.66900651871913,5675,57.9,0.6357602822821588
LINKUSDT,15,100,10,-130.3303253889528,5581,57.98,0.6361864556925858
LINKUSDT,15,200,3,-145.4738963390114,6485,58.46,0.6489004211943897
LINKUSDT,15,200,5,-145.6256851797056,6544,58.51,0.6508096847867164
LINKUSDT,15,200,10,-144.02060925379257,6466,58.55,0.6508119091951593
