symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
FILUSDT,std,MSS,213.4013193611167,5,60.0,3.3401308250882034
FILUSDT,std,FVG,-2196.8914438653105,178,29.21,0.7390462457895929
FILUSDT,std,SFP,-247.69187692043218,38,31.58,0.8618052441609217
FILUSDT,std,MicroBurst,-1646.911038265883,157,28.66,0.7590135187355633
FILUSDT,std,RSI,195.64211509815567,84,30.95,1.0455937931544996
FILUSDT,std,MACD,-918.3211713261093,118,29.66,0.8268799490151677
FILUSDT,std,Bollinger,-1941.3611510964727,164,28.05,0.7392603555132532
FILUSDT,std,EMA,-1132.5842670058055,30,16.67,0.3697785956410827
FILUSDT,std,ADX,-1608.2911136058244,66,21.21,0.4933394189648433
FILUSDT,std,Stochastic,-2652.9657689004102,124,24.19,0.6127006869302546
FILUSDT,std,OBV,-2452.683859383162,181,28.73,0.7039157895783085
FILUSDT,std,SuperTrend,0.0,0,0.0,0.0
FILUSDT,std,RSI7,-965.1590098038466,82,28.05,0.7850559994182844
FILUSDT,std,KAMA,-1399.2058865731915,76,26.32,0.5865845077501706
FILUSDT,std,ELITE8,-7004.636060899385,443,27.77,0.6707125047194871
FILUSDT,std,ALL14,-8684.468801537341,690,28.99,0.7304556671324034
FILUSDT,dual,MSS,248.38213985263917,5,100.0,inf
FILUSDT,dual,FVG,2637.0753294028445,260,91.54,3.1841298882006606
FILUSDT,dual,SFP,591.5252912689224,47,95.74,6.7727510970891975
FILUSDT,dual,MicroBurst,3374.935513520473,214,91.12,4.8718328163776885
FILUSDT,dual,RSI,1027.5344676032698,123,87.8,2.1368257269706272
FILUSDT,dual,MACD,1039.7124776088438,157,86.62,1.8390467157180215
FILUSDT,dual,Bollinger,2095.251766632208,237,91.98,3.210129429763799
FILUSDT,dual,EMA,672.3106695170403,45,95.56,5.740964419104715
FILUSDT,dual,ADX,927.131130780732,78,93.59,4.467242156686204
FILUSDT,dual,Stochastic,1910.6745852942786,162,93.83,4.014721232793167
FILUSDT,dual,OBV,2392.155115597036,257,91.44,3.1055462523165036
FILUSDT,dual,SuperTrend,0.0,0,0.0,0.0
FILUSDT,dual,RSI7,713.6566067584922,113,85.84,1.7365516942777475
FILUSDT,dual,KAMA,949.1447304396619,96,91.67,3.4206417282725474
FILUSDT,dual,ELITE8,6097.322752317096,617,91.73,3.1365847287447743
FILUSDT,dual,ALL14,9041.241113483371,885,91.3,3.1702785822939257
