symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
SOLUSDT,5,100,3,-28.051217154453763,1621,61.26,0.7133783966459518
SOLUSDT,5,100,5,-28.36869326332243,1625,61.17,0.711259610728343
SOLUSDT,5,100,10,-28.489338998423843,1626,61.13,0.7103872916645974
SOLUSDT,5,200,3,-36.51224269062315,2059,60.76,0.7096864443498793
SOLUSDT,5,200,5,-36.90796947150873,2064,60.66,0.7076084900426137
SOLUSDT,5,200,10,-37.02861520661015,2065,60.63,0.7069328199066983
SOLUSDT,10,100,3,-76.64497388242916,3658,59.76,0.6685587095810497
SOLUSDT,10,100,5,-76.58125195384952,3664,59.77,0.6691087272049479
SOLUSDT,10,100,10,-76.89494175654252,3659,59.72,0.6675647198891685
SOLUSDT,10,200,3,-87.51487304455176,4324,60.11,0.6776573444206296
SOLUSDT,10,200,5,-87.58903878488547,4331,60.1,0.6777762099524561
SOLUSDT,10,200,10,-88.21621252678361,4326,60.03,0.6756101115851342
SOLUSDT,15,100,3,-123.62836161410593,5658,59.42,0.6584264235391467
SOLUSDT,15,100,5,-123.45645415210535,5672,59.45,0.6593408595699493
SOLUSDT,15,100,10,-120.19548112200083,5585,59.5,0.6619475732973523
SOLUSDT,15,200,3,-140.16690843053567,6413,59.41,0.6598525008473034
SOLUSDT,15,200,5,-140.19362639721476,6428,59.43,0.6603367695658477
SOLUSDT,15,200,10,-137.80477014710996,6349,59.41,0.6612694902039138
