symbol,trigger,trig,lock,net,trades,pf,ratio_vs_base,is_base
BTCUSDT,ALL14,0.002,0.0036,-1759.3364125384603,2971,0.819659123062948,1.5895269772194196,False
BTCUSDT,ALL14,0.002,0.0045,-366.8730609019611,2972,0.9623573552151007,0.3314628307370306,False
BTCUSDT,ALL14,0.002,0.005399999999999999,1118.8085357577318,2973,1.1146072857404,-1.0108222266396114,False
BTCUSDT,ALL14,0.0025,0.0036,-2315.5322428956792,2918,0.7766678548182471,2.0920393282791854,False
BTCUSDT,ALL14,0.0025,0.0045,-1106.830168819211,2919,0.8932627069561161,1.0,True
BTCUSDT,ALL14,0.0025,0.005399999999999999,231.9254651966743,2920,1.0223315212199684,-0.20954024540557756,False
BTCUSDT,ALL14,0.003,0.0036,-2665.895931309969,2875,0.7582918048475418,2.4085862550656723,False
BTCUSDT,ALL14,0.003,0.0045,-1646.0481398960117,2876,0.8506518071511336,1.487173178204972,False
BTCUSDT,ALL14,0.003,0.005399999999999999,-480.3524551700633,2878,0.9565235982111434,0.43398930450415274,False
