symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
BTCUSDT,std,MSS,-127.0710787375728,21,28.57,0.568880808713141
BTCUSDT,std,FVG,-3525.149185522965,757,26.16,0.6488718880055478
BTCUSDT,std,SFP,-520.7010900374,224,29.46,0.8144591667452402
BTCUSDT,std,MicroBurst,-2204.616641985409,599,29.38,0.7042176477326841
BTCUSDT,std,RSI,-1927.722520784916,303,26.73,0.6230898982868666
BTCUSDT,std,MACD,-2397.0481208977376,505,27.33,0.6536506189918533
BTCUSDT,std,Bollinger,-5163.428189779929,1316,25.99,0.655401037309962
BTCUSDT,std,EMA,-268.4736405066425,220,31.82,0.888617767859509
BTCUSDT,std,ADX,-936.2379649488854,270,28.15,0.7247075880695997
BTCUSDT,std,Stochastic,-1673.9874004967648,412,27.18,0.7281990373291406
BTCUSDT,std,OBV,-3120.2713277813937,843,27.64,0.6991709954015147
BTCUSDT,std,SuperTrend,0.0,0,0.0,0.0
BTCUSDT,std,RSI7,-1261.436016539918,256,27.34,0.6904753497653134
BTCUSDT,std,KAMA,-1865.2316406166665,334,23.65,0.5576266726663345
BTCUSDT,std,ELITE8,-7782.396014186355,1896,26.85,0.6827528750619097
BTCUSDT,std,ALL14,-13209.749338347248,3160,26.42,0.668716852873196
BTCUSDT,dual,MSS,-47.081891294349845,21,71.43,0.5980573749529773
BTCUSDT,dual,FVG,673.8394975282146,1051,74.12,1.1654107808739218
BTCUSDT,dual,SFP,163.34777375461,257,75.1,1.1698440865182451
BTCUSDT,dual,MicroBurst,636.8609364911506,762,71.52,1.2056519061412525
BTCUSDT,dual,RSI,82.01421470904654,358,78.21,1.053709262087149
BTCUSDT,dual,MACD,484.7601756284023,621,74.72,1.2031003139099619
BTCUSDT,dual,Bollinger,246.73280363777786,1599,71.86,1.043871908496702
BTCUSDT,dual,EMA,211.8031973212399,260,73.85,1.236948227027565
BTCUSDT,dual,ADX,183.03915453645945,313,74.76,1.1570203846299516
BTCUSDT,dual,Stochastic,40.23099916269427,498,74.1,1.018559987413599
BTCUSDT,dual,OBV,303.15615863563517,1021,72.97,1.0756678452238424
BTCUSDT,dual,SuperTrend,0.0,0,0.0,0.0
BTCUSDT,dual,RSI7,153.54559361307355,292,78.77,1.135948880773763
BTCUSDT,dual,KAMA,278.9835077052389,395,71.9,1.1934589423161222
BTCUSDT,dual,ELITE8,823.7459134084856,2262,73.56,1.0940516888125305
BTCUSDT,dual,ALL14,1805.1584330230185,3512,73.66,1.1394141644652083
