symbol,NOVA_DISP_MIN,net,trades,win_pct,pf
ETHUSDT,1.0,-1093.5518851697043,269,29.0,0.6943620604309504
ETHUSDT,1.5,-639.8969242469973,199,30.15,0.7480476882080341
ETHUSDT,1.6,-500.08787435489927,189,30.69,0.7837134246265374
ETHUSDT,2.0,-8.044445667616149,134,34.33,0.9944730731507725
