symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
XLMUSDT,2.0,0.1,8,10.513312606455024,3,66.67,1.5250515099850481
XLMUSDT,2.0,0.1,12,-28.174873597044062,5,60.0,0.5612200139446862
XLMUSDT,2.0,0.1,20,-67.71679279896846,12,58.33,0.46077363330824533
XLMUSDT,2.0,0.2,8,10.513312606455024,3,66.67,1.5250515099850481
XLMUSDT,2.0,0.2,12,-28.174873597044062,5,60.0,0.5612200139446862
XLMUSDT,2.0,0.2,20,-67.71679279896846,12,58.33,0.46077363330824533
XLMUSDT,2.0,0.3,8,10.513312606455024,3,66.67,1.5250515099850481
XLMUSDT,2.0,0.3,12,-28.174873597044062,5,60.0,0.5612200139446862
XLMUSDT,2.0,0.3,20,-67.71679279896846,12,58.33,0.46077363330824533
XLMUSDT,2.8,0.1,8,25.25631599366922,1,100.0,inf
XLMUSDT,2.8,0.1,12,-18.932138846776915,2,50.0,0.5715591569079229
XLMUSDT,2.8,0.1,20,-56.16793941175423,9,55.56,0.4678949517126336
XLMUSDT,2.8,0.2,8,25.25631599366922,1,100.0,inf
XLMUSDT,2.8,0.2,12,-18.932138846776915,2,50.0,0.5715591569079229
XLMUSDT,2.8,0.2,20,-56.16793941175423,9,55.56,0.4678949517126336
XLMUSDT,2.8,0.3,8,25.25631599366922,1,100.0,inf
XLMUSDT,2.8,0.3,12,-18.932138846776915,2,50.0,0.5715591569079229
XLMUSDT,2.8,0.3,20,-56.16793941175423,9,55.56,0.4678949517126336
XLMUSDT,3.5,0.1,8,0.0,0,0.0,0.0
XLMUSDT,3.5,0.1,12,-44.188454840446134,1,0.0,0.0
XLMUSDT,3.5,0.1,20,-36.64803557445393,7,57.14,0.5499634155098848
XLMUSDT,3.5,0.2,8,0.0,0,0.0,0.0
XLMUSDT,3.5,0.2,12,-44.188454840446134,1,0.0,0.0
XLMUSDT,3.5,0.2,20,-36.64803557445393,7,57.14,0.5499634155098848
XLMUSDT,3.5,0.3,8,0.0,0,0.0,0.0
XLMUSDT,3.5,0.3,12,-44.188454840446134,1,0.0,0.0
XLMUSDT,3.5,0.3,20,-36.64803557445393,7,57.14,0.5499634155098848
