symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
ETHUSDT,dual,FVG,0.0003,0.0013,863.1357100953813,1036,78.57,1.2205639683228973,0.0
ETHUSDT,dual,FVG,0.001,0.002,-569.4036681255488,1023,75.37,0.878075053182142,-1432.5393782209303
ETHUSDT,dual,FVG,0.003,0.004,-4911.203138519429,995,65.33,0.30969023741587837,-5774.33884861481
