symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
ETHUSDT,std,MSS,22.786632743821123,15,46.67,1.1033237398825526
ETHUSDT,std,FVG,-2524.638164919365,824,28.88,0.8043329938395678
ETHUSDT,std,SFP,-1068.9287481456804,205,24.88,0.7036610498331916
ETHUSDT,std,MicroBurst,-1851.8628487560954,599,28.71,0.7979515310440384
ETHUSDT,std,RSI,-1489.8757026779922,313,30.35,0.7694651314944467
ETHUSDT,std,MACD,-1276.4622905400881,501,30.54,0.8415820921534057
ETHUSDT,std,Bollinger,-4672.841322644859,1131,26.44,0.7091678979785033
ETHUSDT,std,EMA,-1036.042470216504,242,25.62,0.695381885129251
ETHUSDT,std,ADX,623.1220015736747,254,36.22,1.1871479349202687
ETHUSDT,std,Stochastic,-1490.3372691473808,406,29.06,0.8014980146737064
ETHUSDT,std,OBV,-2711.457420127638,742,28.98,0.7616168799213681
ETHUSDT,std,SuperTrend,0.0,0,0.0,0.0
ETHUSDT,std,RSI7,-1100.0406800062494,301,29.57,0.8041554886739806
ETHUSDT,std,KAMA,-61.968012535824215,302,31.13,0.9844455075406988
ETHUSDT,std,ELITE8,-5914.367588310629,1786,29.06,0.788265802245202
ETHUSDT,std,ALL14,-11426.206319075438,3061,27.61,0.7582974419619051
ETHUSDT,dual,MSS,98.31220593000171,15,93.33,5.500431188319473
ETHUSDT,dual,FVG,1628.5401675500057,1185,80.0,1.3669403936518856
ETHUSDT,dual,SFP,65.89806031845826,242,77.27,1.0636716920553493
ETHUSDT,dual,MicroBurst,1490.3874654472,792,77.27,1.470646037479666
ETHUSDT,dual,RSI,792.2716920064819,380,83.42,1.4989394603825006
ETHUSDT,dual,MACD,800.8301806064727,618,79.61,1.3304747051387034
ETHUSDT,dual,Bollinger,932.226485144183,1436,75.56,1.1704776030085435
ETHUSDT,dual,EMA,526.30921046225,288,80.21,1.6063348561151243
ETHUSDT,dual,ADX,341.96306628609125,286,78.32,1.3225289085105736
ETHUSDT,dual,Stochastic,462.2389187219382,503,78.33,1.2000120845409883
ETHUSDT,dual,OBV,2153.7234629416785,929,80.3,1.6870737371247455
ETHUSDT,dual,SuperTrend,0.0,0,0.0,0.0
ETHUSDT,dual,RSI7,341.0009839501057,353,79.32,1.2187737185240484
ETHUSDT,dual,KAMA,896.012554588395,355,78.59,1.8188682643584044
ETHUSDT,dual,ELITE8,3460.3110924195526,2230,79.19,1.4137154185785286
ETHUSDT,dual,ALL14,4378.993631836465,3538,78.09,1.3280639312416969
