symbol,NOVA_Z_P,NOVA_Z_TH,NOVA_WICK_RATIO,net,trades,win_pct,pf
FILUSDT,20,-1.5,0.5,0.7046607701224934,70,81.43,1.1095618750793268
FILUSDT,20,-1.5,0.6,-0.2064510928229743,64,79.69,0.9681552426569154
FILUSDT,20,-2.0,0.5,0.1964143676676759,11,81.82,1.2374491137087047
FILUSDT,20,-2.0,0.6,0.1325313676676773,10,80.0,1.160219724070987
FILUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
FILUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
FILUSDT,30,-1.5,0.5,0.7490923883087304,69,84.06,1.1277463297625043
FILUSDT,30,-1.5,0.6,-0.4283270340660263,63,80.95,0.9301853651688206
FILUSDT,30,-2.0,0.5,-0.5246210248277186,19,78.95,0.7490234044826595
FILUSDT,30,-2.0,0.6,-0.6671597425604078,17,76.47,0.6808334532360327
FILUSDT,30,-2.5,0.5,0.0,0,0.0,0.0
FILUSDT,30,-2.5,0.6,0.0,0,0.0,0.0
FILUSDT,50,-1.5,0.5,4.948128882221614,59,91.53,3.214831965829748
FILUSDT,50,-1.5,0.6,3.845838983296799,56,89.29,2.470278535955791
FILUSDT,50,-2.0,0.5,0.3965418218241134,17,82.35,1.285545520476489
FILUSDT,50,-2.0,0.6,-0.17373044255703052,16,75.0,0.9043571677308262
FILUSDT,50,-2.5,0.5,-0.3761772951682882,5,60.0,0.5452320194509496
FILUSDT,50,-2.5,0.6,-0.4548330129009783,4,50.0,0.45014360669618897
