symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
GRAMUSDT,0.4,0.6,10,-4886.128807489921,1951,24.4,0.5278991020936458
GRAMUSDT,0.4,0.6,20,-3828.6500054440894,1372,23.32,0.4717479648945239
GRAMUSDT,0.4,0.6,50,-2159.5780021918363,810,23.46,0.4927584096330871
GRAMUSDT,0.4,0.8,10,-4383.915846798407,1674,24.01,0.5053585810288294
GRAMUSDT,0.4,0.8,20,-3527.5770255067405,1211,22.71,0.45596404443741834
GRAMUSDT,0.4,0.8,50,-2055.760774027957,729,22.63,0.47192166381367645
GRAMUSDT,0.4,1.0,10,-3561.3273390028235,1330,24.06,0.4925457943866183
GRAMUSDT,0.4,1.0,20,-2896.9798576899243,998,22.95,0.45791476559053174
GRAMUSDT,0.4,1.0,50,-1681.9187625518814,610,23.61,0.4857683496525181
GRAMUSDT,0.5,0.6,10,-4352.947092041646,1776,24.44,0.5359222649289239
GRAMUSDT,0.5,0.6,20,-3537.6846906476258,1247,23.02,0.46441943400176666
GRAMUSDT,0.5,0.6,50,-2044.5820182258346,742,23.18,0.47604199079217474
GRAMUSDT,0.5,0.8,10,-4024.832533649858,1526,23.92,0.5026633812365237
GRAMUSDT,0.5,0.8,20,-3259.3835030383543,1107,22.49,0.45133832034549304
GRAMUSDT,0.5,0.8,50,-1940.906486013284,671,22.35,0.45961441750743615
GRAMUSDT,0.5,1.0,10,-3477.275935609809,1231,23.48,0.47082339868322337
GRAMUSDT,0.5,1.0,20,-2704.9257212858115,915,22.84,0.4494278967360119
GRAMUSDT,0.5,1.0,50,-1669.798599301476,559,22.54,0.4489706774971496
GRAMUSDT,0.6,0.6,10,-3691.8206596126406,1504,24.47,0.5360594033093857
GRAMUSDT,0.6,0.6,20,-2894.656317428462,1063,23.14,0.4812134974611395
GRAMUSDT,0.6,0.6,50,-1730.369033901356,631,23.45,0.4799930457787401
GRAMUSDT,0.6,0.8,10,-3478.2495609812886,1318,23.75,0.5031857607928403
GRAMUSDT,0.6,0.8,20,-2794.135467311426,957,22.15,0.45485472069598465
GRAMUSDT,0.6,0.8,50,-1684.8041755825454,578,22.32,0.45921206971757444
GRAMUSDT,0.6,1.0,10,-2954.742196813505,1056,23.67,0.47514116477419405
GRAMUSDT,0.6,1.0,20,-2251.613903873776,790,22.91,0.46678647292700187
GRAMUSDT,0.6,1.0,50,-1375.231845815643,482,23.24,0.47157390946161165
