symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
RENDERUSDT,0.4,0.6,10,-864.0097777150527,136,29.41,0.7676055308120456
RENDERUSDT,0.4,0.6,20,-212.61197170243125,94,31.91,0.9121152133452984
RENDERUSDT,0.4,0.6,50,-130.1932968768783,56,32.14,0.9126533620219227
RENDERUSDT,0.4,0.8,10,-1092.19902312727,128,27.34,0.6922396348115291
RENDERUSDT,0.4,0.8,20,-387.1799590007218,92,30.43,0.8396551792943197
RENDERUSDT,0.4,0.8,50,-304.24672465434537,54,29.63,0.7952394457260957
RENDERUSDT,0.4,1.0,10,-910.5453157587599,110,28.18,0.7007379668547837
RENDERUSDT,0.4,1.0,20,-382.81674622560314,82,30.49,0.8223083284860154
RENDERUSDT,0.4,1.0,50,-447.2397106078903,50,28.0,0.6850023132893793
RENDERUSDT,0.5,0.6,10,-887.2156689032734,124,28.23,0.7415667410964784
RENDERUSDT,0.5,0.6,20,-248.62067211845732,86,30.23,0.8877707797164923
RENDERUSDT,0.5,0.6,50,-122.98969549345053,51,31.37,0.9077612428328165
RENDERUSDT,0.5,0.8,10,-922.3277622565638,119,27.73,0.7165243707253419
RENDERUSDT,0.5,0.8,20,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,0.5,0.8,50,-234.02666096175003,50,30.0,0.8243486746805696
RENDERUSDT,0.5,1.0,10,-772.1594184240173,101,27.72,0.7181602991697962
RENDERUSDT,0.5,1.0,20,-384.8648414664195,77,28.57,0.8067848047726381
RENDERUSDT,0.5,1.0,50,-377.01964691529497,46,28.26,0.7022642725415597
RENDERUSDT,0.6,0.6,10,-813.2000002773815,101,28.71,0.7155172589674518
RENDERUSDT,0.6,0.6,20,-468.9471438235549,76,28.95,0.769848557539046
RENDERUSDT,0.6,0.6,50,-89.1896829962517,46,32.61,0.9248167014432457
RENDERUSDT,0.6,0.8,10,-901.4948482025583,98,27.55,0.6749340123902171
RENDERUSDT,0.6,0.8,20,-441.1802872899254,75,29.33,0.7800142866997342
RENDERUSDT,0.6,0.8,50,-61.42282646262238,45,33.33,0.9467847094508208
RENDERUSDT,0.6,1.0,10,-841.7045012239054,82,26.83,0.6406943915034374
RENDERUSDT,0.6,1.0,20,-508.05638071275433,65,27.69,0.7129841630340116
RENDERUSDT,0.6,1.0,50,-257.4535718488269,40,30.0,0.7630522666240883
