symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2022-11-16T08:00:00+00:00,2023-01-03T12:00:00+00:00,16824.69,16676.94,333.3333333333333,-3.6863,عشوائي,0,289
BTCUSDT,2023-05-21T12:00:00+00:00,2023-07-08T16:00:00+00:00,26829.93,30112.0,333.3333333333333,39.9168,عشوائي,0,289
BTCUSDT,2023-07-29T08:00:00+00:00,2023-09-15T12:00:00+00:00,29295.0,26321.21,333.3333333333333,-34.5253,عشوائي,0,289
BTCUSDT,2023-10-03T12:00:00+00:00,2023-11-20T16:00:00+00:00,27560.0,37569.23,333.3333333333333,120.016,عشوائي,0,289
BTCUSDT,2022-07-05T20:00:00+00:00,2022-08-23T00:00:00+00:00,20398.21,21239.18,333.3333333333333,12.9452,عشوائي,0,289
BTCUSDT,2023-01-31T04:00:00+00:00,2023-03-20T08:00:00+00:00,22835.46,28188.93,333.3333333333333,77.2003,عشوائي,0,289
BNBUSDT,2022-10-08T08:00:00+00:00,2022-11-18T08:00:00+00:00,281.3,273.5,250.0,-7.4905,عشوائي,0,246
BNBUSDT,2021-11-28T04:00:00+00:00,2022-01-08T04:00:00+00:00,579.5,456.4,250.0,-53.5585,عشوائي,0,246
BNBUSDT,2023-11-10T16:00:00+00:00,2023-12-21T16:00:00+00:00,249.9,270.2,250.0,19.6871,عشوائي,0,246
BNBUSDT,2022-03-23T20:00:00+00:00,2022-05-03T20:00:00+00:00,403.5,383.9,250.0,-12.6902,عشوائي,0,246
BNBUSDT,2023-03-14T20:00:00+00:00,2023-04-24T20:00:00+00:00,311.1,331.2,250.0,15.5409,عشوائي,0,246
BNBUSDT,2022-01-27T04:00:00+00:00,2022-03-09T04:00:00+00:00,362.3,396.0,250.0,22.6264,عشوائي,0,246
BNBUSDT,2022-06-08T16:00:00+00:00,2022-07-19T16:00:00+00:00,292.7,271.1,250.0,-18.9809,عشوائي,0,246
BNBUSDT,2021-09-16T04:00:00+00:00,2021-10-27T04:00:00+00:00,424.6,474.2,250.0,28.5625,عشوائي,0,246
SOLUSDT,2023-12-06T20:00:00+00:00,2023-12-22T00:00:00+00:00,64.42,97.77,185.71428571428572,95.4961,عشوائي,0,91
SOLUSDT,2022-12-10T20:00:00+00:00,2022-12-26T00:00:00+00:00,13.65,11.43,185.71428571428572,-30.5613,عشوائي,0,91
SOLUSDT,2023-11-13T08:00:00+00:00,2023-11-28T12:00:00+00:00,58.23,56.05,185.71428571428572,-7.3634,عشوائي,0,91
SOLUSDT,2022-05-11T16:00:00+00:00,2022-05-26T20:00:00+00:00,55.52,43.44,185.71428571428572,-40.7414,عشوائي,0,91
SOLUSDT,2023-01-17T16:00:00+00:00,2023-02-01T20:00:00+00:00,23.27,25.0,185.71428571428572,13.3485,عشوائي,0,91
SOLUSDT,2022-08-14T00:00:00+00:00,2022-08-29T04:00:00+00:00,46.59,30.58,185.71428571428572,-64.0981,عشوائي,0,91
SOLUSDT,2021-09-02T08:00:00+00:00,2021-09-17T12:00:00+00:00,114.47,144.65,185.71428571428572,48.4244,عشوائي,0,91
LINKUSDT,2022-04-30T16:00:00+00:00,2022-05-31T12:00:00+00:00,11.8,7.6,288.8888888888889,-103.2523,عشوائي,0,185
LINKUSDT,2021-10-20T20:00:00+00:00,2021-11-20T16:00:00+00:00,27.36,28.03,288.8888888888889,6.3945,عشوائي,0,185
LINKUSDT,2023-01-18T20:00:00+00:00,2023-02-18T16:00:00+00:00,6.482,8.044,288.8888888888889,68.7914,عشوائي,0,185
LINKUSDT,2023-04-05T16:00:00+00:00,2023-05-06T12:00:00+00:00,7.296,6.908,288.8888888888889,-15.9914,عشوائي,0,185
LINKUSDT,2022-10-03T20:00:00+00:00,2022-11-03T16:00:00+00:00,7.226,7.797,288.8888888888889,22.1119,عشوائي,0,185
LINKUSDT,2022-02-13T16:00:00+00:00,2022-03-16T12:00:00+00:00,16.07,14.14,288.8888888888889,-35.2794,عشوائي,0,185
LINKUSDT,2022-06-29T20:00:00+00:00,2022-07-30T16:00:00+00:00,6.39,7.883,288.8888888888889,66.6791,عشوائي,0,185
LINKUSDT,2021-12-11T04:00:00+00:00,2022-01-11T00:00:00+00:00,19.02,28.18,288.8888888888889,138.1451,عشوائي,0,185
LINKUSDT,2023-06-26T20:00:00+00:00,2023-07-27T16:00:00+00:00,6.095,7.934,288.8888888888889,86.3004,عشوائي,0,185
