symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2024-08-01T04:00:00+00:00,2024-10-20T04:00:00+00:00,63936.01,68378.0,316.6666666666667,21.2226,عشوائي,0,480
BTCUSDT,2025-04-11T00:00:00+00:00,2025-06-30T00:00:00+00:00,79607.3,108503.74,316.6666666666667,113.9544,عشوائي,0,480
BTCUSDT,2024-02-19T12:00:00+00:00,2024-05-09T12:00:00+00:00,52336.22,62159.06,316.6666666666667,58.5702,عشوائي,0,480
BNBUSDT,2025-03-15T04:00:00+00:00,2025-06-09T16:00:00+00:00,593.16,659.7,550.0,60.2931,عشوائي,0,519
BNBUSDT,2024-05-19T16:00:00+00:00,2024-08-14T04:00:00+00:00,577.7,526.5,550.0,-49.8966,عشوائي,0,519
SOLUSDT,2025-05-07T20:00:00+00:00,2025-05-21T12:00:00+00:00,145.77,172.17,150.0,26.7591,عشوائي,0,82
SOLUSDT,2024-09-05T20:00:00+00:00,2024-09-19T12:00:00+00:00,128.44,142.96,150.0,16.5738,عشوائي,0,82
SOLUSDT,2025-08-12T04:00:00+00:00,2025-08-25T20:00:00+00:00,175.53,187.2,150.0,9.6051,عشوائي,0,82
SOLUSDT,2024-01-12T04:00:00+00:00,2024-01-25T20:00:00+00:00,97.72,86.91,150.0,-16.8998,عشوائي,0,82
SOLUSDT,2026-02-10T12:00:00+00:00,2026-02-24T04:00:00+00:00,83.85,76.84,150.0,-12.856,عشوائي,0,82
SOLUSDT,2024-03-26T20:00:00+00:00,2024-04-09T12:00:00+00:00,188.3,172.47,150.0,-12.9258,عشوائي,0,82
LINKUSDT,2025-12-10T00:00:00+00:00,2026-02-27T08:00:00+00:00,14.41,8.85,233.33333333333334,-90.3593,عشوائي,0,476
LINKUSDT,2026-03-05T04:00:00+00:00,2026-05-23T12:00:00+00:00,9.26,9.319,233.33333333333334,0.9472,عشوائي,0,476
LINKUSDT,2025-01-30T00:00:00+00:00,2025-04-19T08:00:00+00:00,23.66,12.76,233.33333333333334,-107.7842,عشوائي,0,476
