symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
SOLUSDT,2025-11-23T16:00:00+00:00,2025-12-18T16:00:00+00:00,132.88,118.9328,150.0,-16.0927,إلغاء-دورة,0,150
SOLUSDT,2025-12-25T16:00:00+00:00,2026-01-30T00:00:00+00:00,123.68,113.0822,150.0,-13.2092,إلغاء-دورة,0,212
SOLUSDT,2026-05-31T04:00:00+00:00,2026-06-02T16:00:00+00:00,83.24,75.166,150.0,-14.9012,إلغاء-دورة,0,15
SOLUSDT,2026-06-08T00:00:00+00:00,2026-08-23T04:00:00+00:00,66.5,92.49,150.0,58.0823,توزيع-قمة,0,457
LINKUSDT,2024-07-06T20:00:00+00:00,2024-08-04T16:00:00+00:00,13.078,10.831940000000001,150.0,-26.0841,إلغاء-دورة,0,173
LINKUSDT,2025-03-02T16:00:00+00:00,2025-03-04T16:00:00+00:00,15.27,13.181,150.0,-20.8568,إلغاء-دورة,0,12
LINKUSDT,2025-03-05T08:00:00+00:00,2025-03-10T16:00:00+00:00,15.45,12.8184,150.0,-25.8727,إلغاء-دورة,0,32
LINKUSDT,2025-04-09T20:00:00+00:00,2025-07-21T16:00:00+00:00,12.6,19.26,150.0,78.6903,توزيع-قمة,0,617
LINKUSDT,2026-06-27T16:00:00+00:00,2026-08-23T00:00:00+00:00,7.456,11.456,250.0,133.1228,توزيع-قمة,1,338
LINKUSDT,2026-06-07T08:00:00+00:00,2026-08-25T16:00:00+00:00,7.716,11.456,150.0,72.1278,توزيع-قمة,0,476
