symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2025-08-16T00:00:00+00:00,2025-11-04T00:00:00+00:00,117342.04,107158.79,316.6666666666667,-28.1455,عشوائي,0,480
BTCUSDT,2024-05-02T04:00:00+00:00,2024-07-21T04:00:00+00:00,57442.88,66701.99,316.6666666666667,50.1981,عشوائي,0,480
BTCUSDT,2025-11-27T04:00:00+00:00,2026-02-15T04:00:00+00:00,91091.68,70828.42,316.6666666666667,-71.0079,عشوائي,0,480
BNBUSDT,2026-03-21T20:00:00+00:00,2026-06-16T08:00:00+00:00,641.61,614.28,550.0,-24.6375,عشوائي,0,519
BNBUSDT,2025-04-07T16:00:00+00:00,2025-07-03T04:00:00+00:00,552.0,662.77,550.0,108.8516,عشوائي,0,519
SOLUSDT,2026-08-15T04:00:00+00:00,2026-08-28T20:00:00+00:00,75.41,104.15,150.0,56.6915,عشوائي,0,82
SOLUSDT,2026-06-02T20:00:00+00:00,2026-06-16T12:00:00+00:00,75.53,73.29,150.0,-4.7829,عشوائي,0,82
SOLUSDT,2026-01-28T16:00:00+00:00,2026-02-11T08:00:00+00:00,126.06,81.26,150.0,-53.5301,عشوائي,0,82
SOLUSDT,2025-10-28T04:00:00+00:00,2025-11-10T20:00:00+00:00,201.27,167.31,150.0,-25.5957,عشوائي,0,82
SOLUSDT,2024-04-27T00:00:00+00:00,2024-05-10T16:00:00+00:00,139.23,147.17,150.0,8.1899,عشوائي,0,82
SOLUSDT,2025-04-07T04:00:00+00:00,2025-04-20T20:00:00+00:00,103.27,137.86,150.0,49.7821,عشوائي,0,82
LINKUSDT,2025-06-11T04:00:00+00:00,2025-08-29T12:00:00+00:00,15.3,23.44,233.33333333333334,123.3182,عشوائي,0,476
LINKUSDT,2024-12-25T12:00:00+00:00,2025-03-14T20:00:00+00:00,24.52,13.66,233.33333333333334,-103.6428,عشوائي,0,476
LINKUSDT,2024-04-08T08:00:00+00:00,2024-06-26T16:00:00+00:00,17.965,14.081,233.33333333333334,-50.8664,عشوائي,0,476
