symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2021-10-01T08:00:00+00:00,2021-11-18T12:00:00+00:00,44788.42,58100.04,333.3333333333333,98.077,عشوائي,0,289
BTCUSDT,2023-07-03T16:00:00+00:00,2023-08-20T20:00:00+00:00,31068.64,26189.99,333.3333333333333,-52.9882,عشوائي,0,289
BTCUSDT,2023-08-27T00:00:00+00:00,2023-10-14T04:00:00+00:00,26017.38,26868.8,333.3333333333333,10.1175,عشوائي,0,289
BTCUSDT,2022-05-23T04:00:00+00:00,2022-07-10T08:00:00+00:00,30171.32,21301.84,333.3333333333333,-98.5309,عشوائي,0,289
BTCUSDT,2023-05-12T00:00:00+00:00,2023-06-29T04:00:00+00:00,26968.61,30340.29,333.3333333333333,40.8126,عشوائي,0,289
BTCUSDT,2022-10-05T04:00:00+00:00,2022-11-22T08:00:00+00:00,20190.66,15747.88,333.3333333333333,-73.9444,عشوائي,0,289
BNBUSDT,2023-07-31T16:00:00+00:00,2023-09-10T16:00:00+00:00,242.2,212.5,250.0,-31.1604,عشوائي,0,246
BNBUSDT,2022-08-11T00:00:00+00:00,2022-09-21T00:00:00+00:00,328.8,267.2,250.0,-47.3037,عشوائي,0,246
BNBUSDT,2022-01-18T16:00:00+00:00,2022-02-28T16:00:00+00:00,461.1,384.4,250.0,-42.0641,عشوائي,0,246
BNBUSDT,2023-04-18T12:00:00+00:00,2023-05-29T12:00:00+00:00,346.1,313.1,250.0,-24.3566,عشوائي,0,246
BNBUSDT,2021-09-30T08:00:00+00:00,2021-11-10T08:00:00+00:00,375.1,655.2,250.0,185.6803,عشوائي,0,246
BNBUSDT,2022-03-26T08:00:00+00:00,2022-05-06T08:00:00+00:00,413.1,375.0,250.0,-23.5787,عشوائي,0,246
BNBUSDT,2022-12-28T16:00:00+00:00,2023-02-07T16:00:00+00:00,242.4,330.6,250.0,90.182,عشوائي,0,246
BNBUSDT,2022-11-02T04:00:00+00:00,2022-12-13T04:00:00+00:00,326.3,264.0,250.0,-48.1968,عشوائي,0,246
SOLUSDT,2021-12-19T04:00:00+00:00,2022-01-03T08:00:00+00:00,184.5,174.74,185.71428571428572,-10.2283,عشوائي,0,91
SOLUSDT,2023-05-26T04:00:00+00:00,2023-06-10T08:00:00+00:00,19.29,14.92,185.71428571428572,-42.4021,عشوائي,0,91
SOLUSDT,2022-07-15T12:00:00+00:00,2022-07-30T16:00:00+00:00,37.72,45.08,185.71428571428572,35.727,عشوائي,0,91
SOLUSDT,2022-06-10T00:00:00+00:00,2022-06-25T04:00:00+00:00,39.96,42.17,185.71428571428572,9.8207,عشوائي,0,91
SOLUSDT,2023-06-17T04:00:00+00:00,2023-07-02T08:00:00+00:00,15.42,19.04,185.71428571428572,43.0715,عشوائي,0,91
SOLUSDT,2021-11-26T08:00:00+00:00,2021-12-11T12:00:00+00:00,201.35,170.99,185.71428571428572,-28.3647,عشوائي,0,91
SOLUSDT,2022-09-23T12:00:00+00:00,2022-10-08T16:00:00+00:00,31.75,32.72,185.71428571428572,5.2341,عشوائي,0,91
LINKUSDT,2023-08-13T00:00:00+00:00,2023-09-12T20:00:00+00:00,7.443,5.957,288.8888888888889,-58.208,عشوائي,0,185
LINKUSDT,2022-10-30T04:00:00+00:00,2022-11-30T00:00:00+00:00,7.823,7.408,288.8888888888889,-15.9537,عشوائي,0,185
LINKUSDT,2023-09-22T20:00:00+00:00,2023-10-23T16:00:00+00:00,6.879,10.282,288.8888888888889,141.9196,عشوائي,0,185
LINKUSDT,2022-05-10T04:00:00+00:00,2022-06-10T00:00:00+00:00,8.32,9.37,288.8888888888889,35.7109,عشوائي,0,185
LINKUSDT,2023-03-03T16:00:00+00:00,2023-04-03T12:00:00+00:00,6.898,7.278,288.8888888888889,15.2142,عشوائي,0,185
LINKUSDT,2023-04-18T00:00:00+00:00,2023-05-18T20:00:00+00:00,8.161,6.531,288.8888888888889,-58.231,عشوائي,0,185
LINKUSDT,2022-07-27T04:00:00+00:00,2022-08-27T00:00:00+00:00,6.206,6.55,288.8888888888889,15.3127,عشوائي,0,185
LINKUSDT,2021-11-29T04:00:00+00:00,2021-12-30T00:00:00+00:00,24.9,19.21,288.8888888888889,-66.5272,عشوائي,0,185
LINKUSDT,2021-09-12T00:00:00+00:00,2021-10-12T20:00:00+00:00,27.0,24.65,288.8888888888889,-25.7499,عشوائي,0,185
