symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2021-12-18T20:00:00+00:00,2022-02-05T00:00:00+00:00,46643.68,41447.85,333.3333333333333,-37.8118,عشوائي,0,289
BTCUSDT,2023-01-19T04:00:00+00:00,2023-03-08T08:00:00+00:00,20748.04,22072.45,333.3333333333333,20.463,عشوائي,0,289
BTCUSDT,2021-09-12T12:00:00+00:00,2021-10-30T16:00:00+00:00,46085.91,61730.85,333.3333333333333,112.132,عشوائي,0,289
BTCUSDT,2022-08-30T16:00:00+00:00,2022-10-17T20:00:00+00:00,19756.24,19549.86,333.3333333333333,-4.2399,عشوائي,0,289
BTCUSDT,2022-02-10T08:00:00+00:00,2022-03-30T12:00:00+00:00,44092.43,47160.81,333.3333333333333,22.3775,عشوائي,0,289
BTCUSDT,2023-05-09T08:00:00+00:00,2023-06-26T12:00:00+00:00,27666.63,30419.62,333.3333333333333,32.3266,عشوائي,0,289
BNBUSDT,2022-11-28T08:00:00+00:00,2023-01-08T08:00:00+00:00,295.7,261.0,250.0,-29.8441,عشوائي,0,246
BNBUSDT,2022-06-05T16:00:00+00:00,2022-07-16T16:00:00+00:00,299.1,248.3,250.0,-42.9375,عشوائي,0,246
BNBUSDT,2022-09-05T00:00:00+00:00,2022-10-16T00:00:00+00:00,279.1,269.6,250.0,-9.0643,عشوائي,0,246
BNBUSDT,2023-11-13T20:00:00+00:00,2023-12-24T20:00:00+00:00,246.1,264.5,250.0,18.0743,عشوائي,0,246
BNBUSDT,2023-06-29T08:00:00+00:00,2023-08-09T08:00:00+00:00,233.4,244.1,250.0,10.8603,عشوائي,0,246
BNBUSDT,2022-02-02T12:00:00+00:00,2022-03-15T12:00:00+00:00,382.7,368.6,250.0,-9.764,عشوائي,0,246
BNBUSDT,2023-01-14T12:00:00+00:00,2023-02-24T12:00:00+00:00,303.8,303.7,250.0,-0.6564,عشوائي,0,246
BNBUSDT,2022-03-25T04:00:00+00:00,2022-05-05T04:00:00+00:00,413.5,401.0,250.0,-8.1144,عشوائي,0,246
SOLUSDT,2023-03-08T16:00:00+00:00,2023-03-23T20:00:00+00:00,19.24,22.16,185.71428571428572,27.6939,عشوائي,0,91
SOLUSDT,2021-10-28T16:00:00+00:00,2021-11-12T20:00:00+00:00,197.3,228.48,185.71428571428572,28.855,عشوائي,0,91
SOLUSDT,2022-10-08T08:00:00+00:00,2022-10-23T12:00:00+00:00,33.0,27.94,185.71428571428572,-28.8374,عشوائي,0,91
SOLUSDT,2022-11-19T20:00:00+00:00,2022-12-05T00:00:00+00:00,12.8,13.91,185.71428571428572,15.6413,عشوائي,0,91
SOLUSDT,2022-12-09T00:00:00+00:00,2022-12-24T04:00:00+00:00,13.69,11.37,185.71428571428572,-31.8267,عشوائي,0,91
SOLUSDT,2023-06-03T20:00:00+00:00,2023-06-19T00:00:00+00:00,21.06,15.49,185.71428571428572,-49.432,عشوائي,0,91
SOLUSDT,2023-04-23T08:00:00+00:00,2023-05-08T12:00:00+00:00,22.07,21.16,185.71428571428572,-8.0665,عشوائي,0,91
LINKUSDT,2022-01-30T00:00:00+00:00,2022-03-01T20:00:00+00:00,16.23,15.35,288.8888888888889,-16.2914,عشوائي,0,185
LINKUSDT,2023-02-24T04:00:00+00:00,2023-03-27T00:00:00+00:00,8.024,7.177,288.8888888888889,-31.0883,عشوائي,0,185
LINKUSDT,2023-05-28T04:00:00+00:00,2023-06-28T00:00:00+00:00,6.525,6.105,288.8888888888889,-19.2161,عشوائي,0,185
LINKUSDT,2023-07-17T04:00:00+00:00,2023-08-17T00:00:00+00:00,6.706,6.845,288.8888888888889,5.3106,عشوائي,0,185
LINKUSDT,2021-12-03T00:00:00+00:00,2022-01-02T20:00:00+00:00,24.54,21.87,288.8888888888889,-32.0231,عشوائي,0,185
LINKUSDT,2022-05-22T00:00:00+00:00,2022-06-21T20:00:00+00:00,7.05,6.86,288.8888888888889,-8.4315,عشوائي,0,185
LINKUSDT,2023-04-13T20:00:00+00:00,2023-05-14T16:00:00+00:00,7.46,6.505,288.8888888888889,-37.5611,عشوائي,0,185
LINKUSDT,2021-09-25T12:00:00+00:00,2021-10-26T08:00:00+00:00,22.69,32.02,288.8888888888889,117.8529,عشوائي,0,185
LINKUSDT,2022-11-09T08:00:00+00:00,2022-12-10T04:00:00+00:00,7.074,6.839,288.8888888888889,-10.2386,عشوائي,0,185
