symbol,entry_time,exit_time,entry,exit,notional,pnl,reason,stage,bars_held
BTCUSDT,2026-01-17T16:00:00+00:00,2026-04-07T16:00:00+00:00,95573.65,69011.29,316.6666666666667,-88.5351,عشوائي,0,480
BTCUSDT,2025-09-07T08:00:00+00:00,2025-11-26T08:00:00+00:00,110753.41,87095.79,316.6666666666667,-68.2141,عشوائي,0,480
BTCUSDT,2025-06-09T04:00:00+00:00,2025-08-28T04:00:00+00:00,105659.14,113114.11,316.6666666666667,21.5642,عشوائي,0,480
BNBUSDT,2024-04-11T08:00:00+00:00,2024-07-06T20:00:00+00:00,604.7,526.0,550.0,-72.68,عشوائي,0,519
BNBUSDT,2025-04-23T20:00:00+00:00,2025-07-19T08:00:00+00:00,602.49,736.7,550.0,120.9724,عشوائي,0,519
SOLUSDT,2024-05-14T04:00:00+00:00,2024-05-27T20:00:00+00:00,146.32,170.15,150.0,24.0286,عشوائي,0,82
SOLUSDT,2024-07-23T08:00:00+00:00,2024-08-06T00:00:00+00:00,176.06,138.62,150.0,-32.1695,عشوائي,0,82
SOLUSDT,2025-01-11T00:00:00+00:00,2025-01-24T16:00:00+00:00,187.69,262.06,150.0,58.9546,عشوائي,0,82
SOLUSDT,2024-10-28T00:00:00+00:00,2024-11-10T16:00:00+00:00,176.63,208.47,150.0,26.6329,عشوائي,0,82
SOLUSDT,2026-03-01T04:00:00+00:00,2026-03-14T20:00:00+00:00,88.02,88.03,150.0,-0.3276,عشوائي,0,82
SOLUSDT,2024-11-18T04:00:00+00:00,2024-12-01T20:00:00+00:00,244.18,236.8,150.0,-4.8677,عشوائي,0,82
LINKUSDT,2024-09-16T08:00:00+00:00,2024-12-04T16:00:00+00:00,10.72,24.93,233.33333333333334,308.0506,عشوائي,0,476
LINKUSDT,2024-04-23T16:00:00+00:00,2024-07-12T00:00:00+00:00,15.249,12.478,233.33333333333334,-42.8392,عشوائي,0,476
LINKUSDT,2025-12-17T12:00:00+00:00,2026-03-06T20:00:00+00:00,12.7,8.8,233.33333333333334,-72.025,عشوائي,0,476
