symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
FILUSDT,MSS,5005.124488958269,2891,82.46,1.392583255260816,-0.27551111363027303
FILUSDT,FVG,4661.310806810346,2560,82.5,1.4146994197515594,-344.0891932615532
FILUSDT,SFP,5047.853452721609,2888,82.51,1.3977373954886951,42.453452649710016
FILUSDT,MicroBurst,4889.396736860704,2807,82.47,1.395944072062309,-116.00326321119519
FILUSDT,RSI,5024.705539695521,2863,82.4,1.3985409057467024,19.30553962362228
FILUSDT,MACD,5215.161479003606,2752,82.7,1.4401769774827846,209.76147893170673
FILUSDT,Bollinger,4563.867514563989,2635,82.2,1.3818227167327273,-441.53248550790977
FILUSDT,EMA,5240.764415299134,2840,82.64,1.424096838794892,235.36441522723544
FILUSDT,ADX,4473.723916275394,2804,81.95,1.3517730250974014,-531.6760837965048
FILUSDT,Stochastic,4574.404320080208,2766,82.21,1.3690792886587484,-430.99567999169085
FILUSDT,OBV,4460.928851182447,2660,82.33,1.37550538288487,-544.4711488894518
FILUSDT,SuperTrend,5005.400000071899,2891,82.46,1.3926133497214574,0.0
FILUSDT,RSI7,4999.554747991374,2885,82.46,1.3928114431435028,-5.845252080524915
FILUSDT,KAMA,5404.748579634866,2822,82.99,1.4476620785777552,399.34857956296673
