symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
FILUSDT,std,MSS,-44.91394559886419,8,25.0,0.7884072515776698
FILUSDT,std,FVG,-2967.010291189862,682,30.5,0.8106791960501356
FILUSDT,std,SFP,-1356.9386398885924,158,24.68,0.6400202544577989
FILUSDT,std,MicroBurst,-2625.1453646149675,580,29.14,0.796932807153196
FILUSDT,std,RSI,-2343.8551611445414,295,29.49,0.7367724106081749
FILUSDT,std,MACD,-1433.192475212569,494,30.36,0.8693734630781779
FILUSDT,std,Bollinger,-6061.0799228430105,913,27.93,0.6933229017916305
FILUSDT,std,EMA,-2536.7588005268476,206,24.76,0.5192180354027333
FILUSDT,std,ADX,-2450.1716687170415,263,25.48,0.6011496226897518
FILUSDT,std,Stochastic,-2370.834189574833,418,28.47,0.7700485207799196
FILUSDT,std,OBV,-4793.514317453236,723,28.08,0.7024592739840825
FILUSDT,std,SuperTrend,0.0,0,0.0,0.0
FILUSDT,std,RSI7,-2070.5965713068053,267,28.46,0.7243973612746072
FILUSDT,std,KAMA,-1621.7130753706065,325,29.23,0.7445494399830226
FILUSDT,std,ELITE8,-11520.117407579526,1758,28.04,0.7115978187227089
FILUSDT,std,ALL14,-19079.81584590702,2855,28.16,0.7094438803901665
FILUSDT,dual,MSS,146.702293084373,8,100.0,inf
FILUSDT,dual,FVG,4227.3656220409375,1006,85.69,2.083444216627783
FILUSDT,dual,SFP,258.93178775616417,184,80.98,1.3032987399665839
FILUSDT,dual,MicroBurst,3277.582465422861,783,82.12,1.8748615459130145
FILUSDT,dual,RSI,1477.3421301362698,370,85.68,1.9578798511028292
FILUSDT,dual,MACD,2385.7860551539525,630,84.13,1.9195203276546433
FILUSDT,dual,Bollinger,1336.0274450491613,1252,81.63,1.2472256870010578
FILUSDT,dual,EMA,370.6974942238146,272,82.35,1.2592206017501666
FILUSDT,dual,ADX,381.63613219344893,295,81.36,1.260675876970406
FILUSDT,dual,Stochastic,907.5232240767995,532,84.4,1.4319125585314085
FILUSDT,dual,OBV,3307.0147289042347,947,82.89,1.7761800518874038
FILUSDT,dual,SuperTrend,0.0,0,0.0,0.0
FILUSDT,dual,RSI7,1066.2898010765564,330,86.67,1.8259772385154005
FILUSDT,dual,KAMA,844.3750090357929,403,83.62,1.4959717167180775
FILUSDT,dual,ELITE8,6022.108974877306,2286,83.25,1.6069880012379176
FILUSDT,dual,ALL14,9320.136219390432,3456,83.51,1.628817981012831
