symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
FILUSDT,dual,ALL14,0.0003,0.0013,5005.400000071899,2891,82.46,1.3926133497214574,0.0
FILUSDT,dual,ALL14,0.001,0.002,217.13547058301822,2853,79.43,1.0143016635271382,-4788.264529488881
FILUSDT,dual,ALL14,0.003,0.004,-11317.315846892025,2762,72.99,0.45412596737062133,-16322.715846963923
