symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
FILUSDT,0.4,0.6,10,-731.4943545773307,436,33.94,0.9125936456241431
FILUSDT,0.4,0.6,20,-659.299141915449,308,33.77,0.8872392243906049
FILUSDT,0.4,0.6,50,-919.1745422449756,195,30.26,0.7673668741815721
FILUSDT,0.4,0.8,10,-1302.4976765618014,410,32.68,0.8368802301437337
FILUSDT,0.4,0.8,20,-989.1124900660724,298,32.21,0.8287590214650147
FILUSDT,0.4,0.8,50,-807.5065809263476,190,30.53,0.7878497421159528
FILUSDT,0.4,1.0,10,-1010.4112201685047,367,32.97,0.857532867856725
FILUSDT,0.4,1.0,20,-993.4161164291137,278,31.65,0.8182732111249537
FILUSDT,0.4,1.0,50,-865.8165714680458,177,29.38,0.7609231839654182
FILUSDT,0.5,0.6,10,-543.3275737842248,395,34.18,0.9274499622289097
FILUSDT,0.5,0.6,20,-637.2817879084538,280,33.21,0.8795407071793169
FILUSDT,0.5,0.6,50,-626.3562794938265,181,31.49,0.8244264815473494
FILUSDT,0.5,0.8,10,-1027.7148191602098,368,32.61,0.8540861982884302
FILUSDT,0.5,0.8,20,-817.5846726413687,270,31.85,0.841826798568592
FILUSDT,0.5,0.8,50,-554.5373741074576,175,31.43,0.8378972519900135
FILUSDT,0.5,1.0,10,-1141.7971560665096,336,31.85,0.8244044730905742
FILUSDT,0.5,1.0,20,-590.370324463145,254,32.68,0.878269553357241
FILUSDT,0.5,1.0,50,-498.4870163924314,162,31.48,0.8445415438519498
FILUSDT,0.6,0.6,10,-708.176695510299,325,33.85,0.888414199754911
FILUSDT,0.6,0.6,20,-511.9336362469348,234,34.62,0.8845361494666303
FILUSDT,0.6,0.6,50,-815.9771672011647,150,30.67,0.7373169641413106
FILUSDT,0.6,0.8,10,-1261.9233958997463,306,32.68,0.7948348262360194
FILUSDT,0.6,0.8,20,-783.1001582608625,229,33.19,0.8238117246531573
FILUSDT,0.6,0.8,50,-828.134092255057,148,30.41,0.7303290349536713
FILUSDT,0.6,1.0,10,-1153.1934049046836,280,32.5,0.7935498869639235
FILUSDT,0.6,1.0,20,-897.2393555773284,218,32.11,0.7907514743953179
FILUSDT,0.6,1.0,50,-911.3310357286243,137,28.47,0.6843672637935092
