symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
RENDERUSDT,std,0.0025,0.0015,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,std,0.0025,0.0045,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,std,0.004,0.0015,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,std,0.004,0.0045,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,std,0.005,0.0015,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,std,0.005,0.0045,-359.6576375867567,85,29.41,0.8375710488058233
RENDERUSDT,dual,0.0025,0.0015,-35.54594967547106,115,79.13,0.9593243247489814
RENDERUSDT,dual,0.0025,0.0045,40.5783511976363,115,79.13,1.0464343153187956
RENDERUSDT,dual,0.004,0.0015,-17.80887734400767,114,76.32,0.9814000473762345
RENDERUSDT,dual,0.004,0.0045,11.79867666657185,114,76.32,1.0123227771623242
RENDERUSDT,dual,0.005,0.0015,158.275941871777,110,78.18,1.1837475701759308
RENDERUSDT,dual,0.005,0.0045,173.8868222064679,110,78.18,1.2018707371960358
