symbol,NOVA_LENGTH,NOVA_BB_MULT,NOVA_KC_MULT,NOVA_MOM_P,net,trades,win_pct,pf
SOLUSDT,12,2.0,1.0,8,0.0,0,0.0,0.0
SOLUSDT,12,2.0,1.0,12,0.0,0,0.0,0.0
SOLUSDT,12,2.0,1.5,8,0.0,0,0.0,0.0
SOLUSDT,12,2.0,1.5,12,0.0,0,0.0,0.0
SOLUSDT,12,2.5,1.0,8,0.0,0,0.0,0.0
SOLUSDT,12,2.5,1.0,12,0.0,0,0.0,0.0
SOLUSDT,12,2.5,1.5,8,0.08383171289088603,1,100.0,inf
SOLUSDT,12,2.5,1.5,12,0.0,0,0.0,0.0
SOLUSDT,20,2.0,1.0,8,0.0,0,0.0,0.0
SOLUSDT,20,2.0,1.0,12,0.0,0,0.0,0.0
SOLUSDT,20,2.0,1.5,8,0.0,0,0.0,0.0
SOLUSDT,20,2.0,1.5,12,0.0,0,0.0,0.0
SOLUSDT,20,2.5,1.0,8,0.0,0,0.0,0.0
SOLUSDT,20,2.5,1.0,12,0.0,0,0.0,0.0
SOLUSDT,20,2.5,1.5,8,0.0,0,0.0,0.0
SOLUSDT,20,2.5,1.5,12,0.0,0,0.0,0.0
