symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
BTCUSDT,20,5,2,41.928642959290684,488,87.3,2.419833103506534
BTCUSDT,20,5,7,53.73490260920029,659,88.16,2.3712622403279635
BTCUSDT,20,5,14,57.13133800556998,676,88.31,2.4283048338709565
BTCUSDT,20,7,2,41.66033015272622,491,86.97,2.3664758990004553
BTCUSDT,20,7,7,56.38099557704411,695,88.49,2.3799723646953654
BTCUSDT,20,7,14,58.276645558693296,716,88.69,2.3966261796903923
BTCUSDT,20,9,2,41.39385835568588,496,86.9,2.311049612446513
BTCUSDT,20,9,7,56.23820195410384,729,87.93,2.276469975754278
BTCUSDT,20,9,14,57.536472519399766,751,88.28,2.2814393566611577
BTCUSDT,50,5,2,36.0907785943429,432,86.34,2.2459746685459945
BTCUSDT,50,5,7,45.48362059599594,595,87.56,2.1830906436368607
BTCUSDT,50,5,14,46.93298531089577,614,87.79,2.1954197035983434
BTCUSDT,50,7,2,35.6553587388643,432,86.34,2.2341203242916325
BTCUSDT,50,7,7,43.815995854512565,622,87.14,2.0630016192187455
BTCUSDT,50,7,14,46.41499257854275,645,87.44,2.1026975675491224
BTCUSDT,50,9,2,36.42341101778143,436,86.47,2.2402621572805996
BTCUSDT,50,9,7,47.38930260858849,652,87.27,2.1370060215497935
BTCUSDT,50,9,14,47.11213686360899,677,87.74,2.102066387250796
BTCUSDT,100,5,2,37.915478828669706,440,87.27,2.374539981989735
BTCUSDT,100,5,7,46.20093188155944,597,88.44,2.293650361866437
BTCUSDT,100,5,14,49.3398406818829,622,88.59,2.3186810522429155
BTCUSDT,100,7,2,36.51069869199322,434,86.64,2.2964259631675694
BTCUSDT,100,7,7,47.09333991331825,617,88.01,2.2232856378391688
BTCUSDT,100,7,14,48.44357707073137,642,88.16,2.2174070272522655
BTCUSDT,100,9,2,37.14898795836992,433,86.84,2.31375553355742
BTCUSDT,100,9,7,47.03315669381991,643,87.87,2.1842590259345043
BTCUSDT,100,9,14,47.298938297877044,669,87.89,2.1264927454711238
