NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
5,100,3,SOLUSDT,F_001,2026-06-01T18:15:00+00:00,2026-06-02T01:35:00+00:00,80.754845,80.199022,1000.0,-6.8828,,stop,88
5,100,3,SOLUSDT,F_001,2026-06-01T22:05:00+00:00,2026-06-01T22:45:00+00:00,80.554585,81.168928,1000.0,7.6264,,tp,8
5,100,3,SOLUSDT,F_001,2026-06-03T11:35:00+00:00,2026-06-03T11:45:00+00:00,75.477994,75.053155,1000.0,-5.6286,,stop,2
5,100,3,SOLUSDT,F_001,2026-06-03T11:45:00+00:00,2026-06-03T11:50:00+00:00,75.347825,74.933142,1000.0,-5.5036,,stop,1
5,100,3,SOLUSDT,F_001,2026-06-03T11:55:00+00:00,2026-06-03T12:15:00+00:00,75.19763,74.794556,1000.0,-5.3602,,stop,4
5,100,3,SOLUSDT,F_001,2026-06-04T13:20:00+00:00,2026-06-04T17:35:00+00:00,69.49022,68.560975,1000.0,-13.3723,,stop,51
5,100,3,SOLUSDT,F_001,2026-06-04T16:15:00+00:00,2026-06-04T17:35:00+00:00,69.39009,68.599366,1000.0,-11.3953,,stop,16
5,100,3,SOLUSDT,F_001,2026-06-07T00:15:00+00:00,2026-06-07T01:00:00+00:00,62.130665,62.637701,1000.0,8.1608,,tp,9
5,100,3,SOLUSDT,F_001,2026-06-07T06:05:00+00:00,2026-06-07T08:35:00+00:00,64.133265,65.062859,1000.0,14.4947,,tp,30
5,100,3,SOLUSDT,F_001,2026-06-07T10:10:00+00:00,2026-06-07T12:10:00+00:00,64.804136,64.157765,1000.0,-9.9742,,stop,24
5,100,3,SOLUSDT,F_001,2026-06-07T17:55:00+00:00,2026-06-07T18:55:00+00:00,65.38489,64.897556,1000.0,-7.4533,,stop,12
5,100,3,SOLUSDT,F_001,2026-06-08T01:10:00+00:00,2026-06-08T01:20:00+00:00,66.346138,65.626427,1000.0,-10.8478,,stop,2
5,100,3,SOLUSDT,F_001,2026-06-08T01:20:00+00:00,2026-06-08T05:05:00+00:00,65.975657,65.262134,1000.0,-10.8149,,stop,45
5,100,3,SOLUSDT,F_001,2026-06-08T01:30:00+00:00,2026-06-08T11:35:00+00:00,65.635215,66.891001,1000.0,19.1328,,tp,121
5,100,3,SOLUSDT,F_001,2026-06-08T10:30:00+00:00,2026-06-08T11:20:00+00:00,66.015709,66.686047,1000.0,10.1542,,tp,10
5,100,3,SOLUSDT,F_001,2026-06-08T17:00:00+00:00,2026-06-08T17:10:00+00:00,67.037035,66.480498,1000.0,-8.3019,,stop,2
5,100,3,SOLUSDT,F_001,2026-06-08T22:00:00+00:00,2026-06-08T22:10:00+00:00,67.567724,67.046165,1000.0,-7.7191,,stop,2
