exp,symbol,neighbour,is_center,net,trades,pf,positive
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=4/ema_pct=0.04,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=4/ema_pct=0.05,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=4/ema_pct=0.06,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=5/ema_pct=0.04,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=5/ema_pct=0.05,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=5/ema_pct=0.06,False,25.4012,59,10.0564,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=3/ema_pct=0.04,False,13.5661,64,4.7975,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=3/ema_pct=0.05,False,13.5661,64,4.7975,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=3/ema_pct=0.06,False,13.5661,64,4.7975,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=4/ema_pct=0.04,False,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=4/ema_pct=0.05,True,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=4/ema_pct=0.06,False,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=5/ema_pct=0.04,False,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=5/ema_pct=0.05,False,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.0/ema_x=5/ema_pct=0.06,False,26.8652,69,8.5202,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=3/ema_pct=0.04,False,14.323,67,5.0094,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=3/ema_pct=0.05,False,14.323,67,5.0094,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=3/ema_pct=0.06,False,14.323,67,5.0094,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=4/ema_pct=0.04,False,27.7272,72,8.7615,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=4/ema_pct=0.05,False,27.7272,72,8.7615,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=4/ema_pct=0.06,False,27.7272,72,8.7615,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=5/ema_pct=0.04,False,27.7272,72,8.7615,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=5/ema_pct=0.05,False,27.7272,72,8.7615,True
F_192_ext_entry,FILUSDT,ext_max=1.2/ema_x=5/ema_pct=0.06,False,27.7272,72,8.7615,True
