exp,symbol,neighbour,is_center,net,trades,pf,positive
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=3.2/vol_mom=2.0,False,9.7655,78,2.0782,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=3.2/vol_mom=2.4,False,9.6092,76,2.0609,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.0/vol_mom=1.6,False,10.8167,76,2.3457,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.0/vol_mom=2.0,True,9.2449,75,2.0207,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.0/vol_mom=2.4,False,9.0887,73,2.0034,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.8/vol_mom=1.6,False,9.8442,66,2.5418,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.8/vol_mom=2.0,False,9.7627,65,2.529,True
F_165_score_entry,ETHUSDT,score_th=70/flow_mom=4.8/vol_mom=2.4,False,9.6988,64,2.519,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=3.2/vol_mom=1.6,False,7.4291,58,2.1635,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=3.2/vol_mom=2.0,False,7.4291,58,2.1635,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=3.2/vol_mom=2.4,False,7.4291,58,2.1635,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.0/vol_mom=1.6,False,4.9262,46,1.8671,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.0/vol_mom=2.0,False,4.9262,46,1.8671,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.0/vol_mom=2.4,False,4.8316,45,1.8504,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.8/vol_mom=1.6,False,4.7174,40,1.9844,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.8/vol_mom=2.0,False,4.7174,40,1.9844,True
F_165_score_entry,ETHUSDT,score_th=84/flow_mom=4.8/vol_mom=2.4,False,4.6228,39,1.9647,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.0/vol_mom=1.6,False,11.0878,105,1.9397,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.0/vol_mom=2.0,False,11.943,102,2.1166,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.0/vol_mom=2.4,False,12.1153,99,2.2193,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.5/vol_mom=1.6,False,11.0878,105,1.9397,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.5/vol_mom=2.0,False,11.943,102,2.1166,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=2.5/vol_mom=2.4,False,12.1153,99,2.2193,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=3.0/vol_mom=1.6,False,13.0263,102,2.333,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=3.0/vol_mom=2.0,False,13.8816,99,2.6013,True
F_165_score_entry,SOLUSDT,score_th=56/flow_mom=3.0/vol_mom=2.4,False,14.0363,97,2.7567,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.0/vol_mom=1.6,False,12.2021,89,2.509,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.0/vol_mom=2.0,False,11.991,87,2.4829,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.0/vol_mom=2.4,False,11.4168,79,2.5412,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.5/vol_mom=1.6,False,12.2021,89,2.509,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.5/vol_mom=2.0,True,11.991,87,2.4829,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=2.5/vol_mom=2.4,False,11.4168,79,2.5412,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=3.0/vol_mom=1.6,False,12.6594,86,2.709,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=3.0/vol_mom=2.0,False,12.4483,84,2.6805,True
F_165_score_entry,SOLUSDT,score_th=70/flow_mom=3.0/vol_mom=2.4,False,11.1954,77,2.5113,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.0/vol_mom=1.6,False,8.9575,58,2.4884,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.0/vol_mom=2.0,False,8.9575,58,2.4884,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.0/vol_mom=2.4,False,9.351,56,2.7779,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.5/vol_mom=1.6,False,8.9575,58,2.4884,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.5/vol_mom=2.0,False,8.9575,58,2.4884,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=2.5/vol_mom=2.4,False,9.351,56,2.7779,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=3.0/vol_mom=1.6,False,7.9664,55,2.3237,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=3.0/vol_mom=2.0,False,7.9664,55,2.3237,True
F_165_score_entry,SOLUSDT,score_th=84/flow_mom=3.0/vol_mom=2.4,False,8.3598,53,2.5895,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=3.2/vol_mom=1.6,False,20.5267,78,3.3891,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=3.2/vol_mom=2.0,False,19.5115,76,3.271,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=3.2/vol_mom=2.4,False,19.396,75,3.2575,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.0/vol_mom=1.6,False,19.7776,71,3.3019,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.0/vol_mom=2.0,False,18.5992,69,3.1648,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.0/vol_mom=2.4,False,18.5353,68,3.1574,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.8/vol_mom=1.6,False,18.4211,66,3.0831,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.8/vol_mom=2.0,False,17.5196,65,2.9812,True
F_165_score_entry,XLMUSDT,score_th=56/flow_mom=4.8/vol_mom=2.4,False,17.4558,64,2.9739,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=3.2/vol_mom=1.6,False,19.0397,64,3.4656,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=3.2/vol_mom=2.0,False,18.8006,63,3.4346,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=3.2/vol_mom=2.4,False,18.7367,62,3.4263,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.0/vol_mom=1.6,False,16.6518,55,3.1563,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.0/vol_mom=2.0,True,16.6518,55,3.1563,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.0/vol_mom=2.4,False,16.6518,55,3.1563,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.8/vol_mom=1.6,False,16.2039,51,3.0983,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.8/vol_mom=2.0,False,16.2039,51,3.0983,True
F_165_score_entry,XLMUSDT,score_th=70/flow_mom=4.8/vol_mom=2.4,False,16.2039,51,3.0983,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=3.2/vol_mom=1.6,False,15.6412,40,3.3594,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=3.2/vol_mom=2.0,False,15.6412,40,3.3594,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=3.2/vol_mom=2.4,False,16.4959,39,3.8567,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.0/vol_mom=1.6,False,14.1231,36,3.1304,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.0/vol_mom=2.0,False,14.1231,36,3.1304,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.0/vol_mom=2.4,False,14.9778,35,3.5938,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.8/vol_mom=1.6,False,11.4531,26,2.8629,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.8/vol_mom=2.0,False,11.4531,26,2.8629,True
F_165_score_entry,XLMUSDT,score_th=84/flow_mom=4.8/vol_mom=2.4,False,12.3078,25,3.3252,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.0/vol_mom=1.6,False,20.3446,102,4.2908,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.0/vol_mom=2.0,False,20.8312,97,4.8273,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.0/vol_mom=2.4,False,20.5908,96,4.7831,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.5/vol_mom=1.6,False,20.3446,102,4.2908,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.5/vol_mom=2.0,False,20.8312,97,4.8273,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=2.5/vol_mom=2.4,False,20.244,94,4.7194,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=3.0/vol_mom=1.6,False,19.6042,100,4.1711,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=3.0/vol_mom=2.0,False,20.1547,96,4.703,True
F_165_score_entry,LINKUSDT,score_th=56/flow_mom=3.0/vol_mom=2.4,False,19.5675,93,4.5951,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.0/vol_mom=1.6,False,15.8992,81,3.9211,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.0/vol_mom=2.0,False,14.7779,81,3.3905,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.0/vol_mom=2.4,False,12.2886,73,2.9305,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.5/vol_mom=1.6,False,15.4561,79,3.8397,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.5/vol_mom=2.0,True,14.3348,79,3.3189,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=2.5/vol_mom=2.4,False,12.1923,73,2.9154,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=3.0/vol_mom=1.6,False,16.1446,75,4.6748,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=3.0/vol_mom=2.0,False,15.0234,75,3.9272,True
F_165_score_entry,LINKUSDT,score_th=70/flow_mom=3.0/vol_mom=2.4,False,12.8809,69,3.4231,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.0/vol_mom=1.6,False,5.0949,42,2.2608,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.0/vol_mom=2.0,False,5.723,41,2.6768,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.0/vol_mom=2.4,False,5.6591,40,2.658,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.5/vol_mom=1.6,False,5.0949,42,2.2608,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.5/vol_mom=2.0,False,5.723,41,2.6768,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=2.5/vol_mom=2.4,False,5.6591,40,2.658,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=3.0/vol_mom=1.6,False,4.6832,39,2.1589,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=3.0/vol_mom=2.0,False,5.3113,38,2.5561,True
F_165_score_entry,LINKUSDT,score_th=84/flow_mom=3.0/vol_mom=2.4,False,5.2474,37,2.5374,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.0/vol_mom=2.0,False,25.3944,66,10.054,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.0/vol_mom=2.5,False,24.7204,64,9.8137,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.0/vol_mom=3.0,False,23.4225,58,9.351,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.5/vol_mom=2.0,False,25.3944,66,10.054,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.5/vol_mom=2.5,False,24.7204,64,9.8137,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=2.5/vol_mom=3.0,False,23.4225,58,9.351,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=3.0/vol_mom=2.0,False,25.3305,65,10.0312,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=3.0/vol_mom=2.5,False,24.7204,64,9.8137,True
F_165_score_entry,FILUSDT,score_th=56/flow_mom=3.0/vol_mom=3.0,False,22.8757,57,9.156,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.0/vol_mom=2.0,False,22.0855,50,8.8743,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.0/vol_mom=2.5,False,19.4149,47,6.677,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.0/vol_mom=3.0,False,17.9206,42,6.2401,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.5/vol_mom=2.0,False,22.0069,49,8.8462,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.5/vol_mom=2.5,True,19.3363,46,6.6541,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=2.5/vol_mom=3.0,False,17.842,41,6.2171,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=3.0/vol_mom=2.0,False,21.6362,47,8.7141,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=3.0/vol_mom=2.5,False,18.9657,44,6.5457,True
F_165_score_entry,FILUSDT,score_th=70/flow_mom=3.0/vol_mom=3.0,False,17.4382,39,6.0991,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.0/vol_mom=2.0,False,17.0631,29,12.4448,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.0/vol_mom=2.5,False,16.8628,28,12.3105,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.0/vol_mom=3.0,False,16.3917,25,11.9945,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.5/vol_mom=2.0,False,17.0631,29,12.4448,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.5/vol_mom=2.5,False,16.8628,28,12.3105,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=2.5/vol_mom=3.0,False,16.3917,25,11.9945,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=3.0/vol_mom=2.0,False,16.6944,27,12.1976,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=3.0/vol_mom=2.5,False,16.4942,26,12.0633,True
F_165_score_entry,FILUSDT,score_th=84/flow_mom=3.0/vol_mom=3.0,False,16.3022,24,11.9345,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=5/ema_pct=0.04,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=5/ema_pct=0.05,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=5/ema_pct=0.06,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=6/ema_pct=0.04,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=6/ema_pct=0.05,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=6/ema_pct=0.06,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=7/ema_pct=0.04,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=7/ema_pct=0.05,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=0.8/ema_x=7/ema_pct=0.06,False,4.3929,73,1.4498,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=5/ema_pct=0.04,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=5/ema_pct=0.05,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=5/ema_pct=0.06,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=6/ema_pct=0.04,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=6/ema_pct=0.05,True,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=6/ema_pct=0.06,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=7/ema_pct=0.04,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=7/ema_pct=0.05,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.0/ema_x=7/ema_pct=0.06,False,7.5895,85,1.756,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=5/ema_pct=0.04,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=5/ema_pct=0.05,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=5/ema_pct=0.06,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=6/ema_pct=0.04,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=6/ema_pct=0.05,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=6/ema_pct=0.06,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=7/ema_pct=0.04,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=7/ema_pct=0.05,False,7.8206,91,1.7303,True
F_192_ext_entry,ETHUSDT,ext_max=1.2/ema_x=7/ema_pct=0.06,False,7.8206,91,1.7303,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=3/ema_pct=0.064,False,6.0722,76,1.5683,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=3/ema_pct=0.08,False,7.8695,79,1.7365,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=3/ema_pct=0.096,False,7.7134,81,1.7219,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=4/ema_pct=0.064,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=4/ema_pct=0.08,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=4/ema_pct=0.096,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=5/ema_pct=0.064,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=5/ema_pct=0.08,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=0.8/ema_x=5/ema_pct=0.096,False,9.4301,82,1.8825,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=3/ema_pct=0.064,False,8.8404,86,1.7538,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=3/ema_pct=0.08,False,10.9581,90,1.9344,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=3/ema_pct=0.096,False,11.6573,95,1.994,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=4/ema_pct=0.064,False,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=4/ema_pct=0.08,True,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=4/ema_pct=0.096,False,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=5/ema_pct=0.064,False,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=5/ema_pct=0.08,False,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.0/ema_x=5/ema_pct=0.096,False,13.374,96,2.1404,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=3/ema_pct=0.064,False,8.3312,89,1.6738,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=3/ema_pct=0.08,False,10.5129,93,1.8503,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=3/ema_pct=0.096,False,11.2122,98,1.9068,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=4/ema_pct=0.064,False,12.9289,99,2.0457,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=4/ema_pct=0.08,False,12.9289,99,2.0457,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=4/ema_pct=0.096,False,12.9289,99,2.0457,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=5/ema_pct=0.064,False,12.9289,99,2.0457,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=5/ema_pct=0.08,False,12.9289,99,2.0457,True
F_192_ext_entry,SOLUSDT,ext_max=1.2/ema_x=5/ema_pct=0.096,False,12.9289,99,2.0457,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=3/ema_pct=0.08,False,12.0549,64,3.3431,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=3/ema_pct=0.1,False,12.2844,65,3.3877,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=3/ema_pct=0.12,False,12.2844,65,3.3877,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=4/ema_pct=0.08,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=4/ema_pct=0.1,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=4/ema_pct=0.12,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=5/ema_pct=0.08,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=5/ema_pct=0.1,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=0.8/ema_x=5/ema_pct=0.12,False,15.189,66,3.9522,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=3/ema_pct=0.08,False,12.5048,76,2.7951,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=3/ema_pct=0.1,False,12.7343,77,2.828,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=3/ema_pct=0.12,False,17.8249,78,3.5588,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=4/ema_pct=0.08,False,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=4/ema_pct=0.1,True,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=4/ema_pct=0.12,False,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=5/ema_pct=0.08,False,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=5/ema_pct=0.1,False,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.0/ema_x=5/ema_pct=0.12,False,21.425,80,4.0756,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=3/ema_pct=0.08,False,14.3273,77,3.484,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=3/ema_pct=0.1,False,14.7256,79,3.5531,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=3/ema_pct=0.12,False,19.8162,80,4.4357,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=4/ema_pct=0.08,False,23.4163,82,5.0598,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=4/ema_pct=0.1,False,23.4163,82,5.0598,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=4/ema_pct=0.12,False,23.4163,82,5.0598,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=5/ema_pct=0.08,False,23.4163,82,5.0598,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=5/ema_pct=0.1,False,23.4163,82,5.0598,True
F_192_ext_entry,XLMUSDT,ext_max=1.2/ema_x=5/ema_pct=0.12,False,23.4163,82,5.0598,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=5/ema_pct=0.04,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=5/ema_pct=0.05,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=5/ema_pct=0.06,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=6/ema_pct=0.04,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=6/ema_pct=0.05,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=6/ema_pct=0.06,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=7/ema_pct=0.04,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=7/ema_pct=0.05,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=0.8/ema_x=7/ema_pct=0.06,False,19.0299,93,4.3934,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=5/ema_pct=0.04,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=5/ema_pct=0.05,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=5/ema_pct=0.06,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=6/ema_pct=0.04,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=6/ema_pct=0.05,True,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=6/ema_pct=0.06,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=7/ema_pct=0.04,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=7/ema_pct=0.05,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.0/ema_x=7/ema_pct=0.06,False,21.4213,98,4.8198,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=5/ema_pct=0.04,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=5/ema_pct=0.05,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=5/ema_pct=0.06,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=6/ema_pct=0.04,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=6/ema_pct=0.05,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=6/ema_pct=0.06,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=7/ema_pct=0.04,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=7/ema_pct=0.05,False,21.8679,103,4.5067,True
F_192_ext_entry,LINKUSDT,ext_max=1.2/ema_x=7/ema_pct=0.06,False,21.8679,103,4.5067,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=3/ema_pct=0.04,False,12.2298,56,5.3604,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=3/ema_pct=0.05,False,12.2298,56,5.3604,True
F_192_ext_entry,FILUSDT,ext_max=0.8/ema_x=3/ema_pct=0.06,False,12.2298,56,5.3604,True
