symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
XLMUSDT,MSS,4456.484965756297,2903,81.16,1.3586439120007918,0.0
XLMUSDT,FVG,3475.6699138756635,2590,80.66,1.305682415349545,-980.8150518806337
XLMUSDT,SFP,4463.451249910079,2895,81.17,1.3600512301109913,6.966284153781999
XLMUSDT,MicroBurst,3748.6648185189733,2805,80.89,1.3068842333002446,-707.8201472373239
XLMUSDT,RSI,4436.187679595107,2891,81.08,1.3572153164724396,-20.29728616119064
XLMUSDT,MACD,4142.937291851609,2796,81.01,1.3444823578638134,-313.54767390468805
XLMUSDT,Bollinger,4095.336034389492,2609,81.3,1.3632425121588716,-361.1489313668053
XLMUSDT,EMA,4494.683877908337,2866,81.26,1.3711474964105383,38.198912152040066
XLMUSDT,ADX,4299.184648166144,2819,81.06,1.3530496227872133,-157.3003175901531
XLMUSDT,Stochastic,3983.329817082038,2756,80.84,1.3293821000383728,-473.1551486742592
XLMUSDT,OBV,4258.518667126733,2704,81.14,1.3701937687117662,-197.96629862956433
XLMUSDT,SuperTrend,4456.484965756297,2903,81.16,1.3586439120007918,0.0
XLMUSDT,RSI7,4390.297203338735,2898,81.06,1.3523988543081684,-66.18776241756223
XLMUSDT,KAMA,4293.12082951102,2843,81.18,1.3512439852697307,-163.36413624527722
