symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
XLMUSDT,std,MSS,-180.96958020230178,8,12.5,0.14943929733528005
XLMUSDT,std,FVG,-2325.2887213011554,724,30.11,0.8216037337872145
XLMUSDT,std,SFP,-990.1430728573355,180,26.67,0.7040353954553332
XLMUSDT,std,MicroBurst,-1481.987397116241,545,29.72,0.8416857830612817
XLMUSDT,std,RSI,-168.33907862688693,246,32.52,0.9668156428231219
XLMUSDT,std,MACD,-1166.3690148516416,513,29.24,0.8673319530627666
XLMUSDT,std,Bollinger,-3600.008224259088,988,27.63,0.7810539247016477
XLMUSDT,std,EMA,-725.5523935413207,220,28.64,0.8066372996845532
XLMUSDT,std,ADX,-850.9268310775711,269,29.74,0.8138460507387822
XLMUSDT,std,Stochastic,-2502.4017696065966,464,26.08,0.7284674405022097
XLMUSDT,std,OBV,-2594.7008312140374,708,29.38,0.7883981733077057
XLMUSDT,std,SuperTrend,0.0,0,0.0,0.0
XLMUSDT,std,RSI7,-476.94706605394236,227,31.28,0.9005551596781421
XLMUSDT,std,KAMA,-1188.7917883535556,316,28.16,0.7733788061792283
XLMUSDT,std,ELITE8,-6754.222524797483,1847,28.32,0.7912368963006372
XLMUSDT,std,ALL14,-11047.4035861042,2946,28.41,0.7851999457300026
XLMUSDT,dual,MSS,-77.58272890002954,8,62.5,0.1802148049870902
XLMUSDT,dual,FVG,2720.0658335898793,1063,84.38,1.7893378805431823
XLMUSDT,dual,SFP,196.6651645773159,210,83.81,1.2641279645148376
XLMUSDT,dual,MicroBurst,2424.0605513199007,720,84.03,2.0267988085900464
XLMUSDT,dual,RSI,619.0823922753883,310,85.81,1.547896551198198
XLMUSDT,dual,MACD,1190.0743417507128,655,81.53,1.5010100094959846
XLMUSDT,dual,Bollinger,1219.969056229471,1321,80.62,1.2488193725258587
XLMUSDT,dual,EMA,716.674072540137,278,82.37,1.659166763952775
XLMUSDT,dual,ADX,604.9581082572406,316,81.96,1.5404515390746638
XLMUSDT,dual,Stochastic,584.4464508972017,594,81.99,1.2346767248965895
XLMUSDT,dual,OBV,2024.9936150151518,946,83.83,1.6571791650399592
XLMUSDT,dual,SuperTrend,0.0,0,0.0,0.0
XLMUSDT,dual,RSI7,574.1586768049684,272,86.4,1.610103230473744
XLMUSDT,dual,KAMA,570.6961887110306,398,80.4,1.3748731332616329
XLMUSDT,dual,ELITE8,4348.3995423873885,2369,82.52,1.5116900459798324
XLMUSDT,dual,ALL14,6035.758151476843,3495,82.09,1.46935872569981
