symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
SOLUSDT,std,MSS,-106.20078640430344,6,16.67,0.32681215535675257
SOLUSDT,std,FVG,-126.31915851429348,565,33.81,0.9892574902029287
SOLUSDT,std,SFP,-50.93210129886005,144,31.25,0.9824725898835536
SOLUSDT,std,MicroBurst,-153.5951643065826,416,33.65,0.9809636267459048
SOLUSDT,std,RSI,-125.83994162995991,129,31.78,0.958560968211137
SOLUSDT,std,MACD,-231.18315837349135,349,32.66,0.9686433520903254
SOLUSDT,std,Bollinger,-242.11294409242282,604,31.13,0.978460496617511
SOLUSDT,std,EMA,382.60975249173094,195,35.9,1.1019558581479367
SOLUSDT,std,ADX,-606.6892454666275,179,29.05,0.8392536577428704
SOLUSDT,std,Stochastic,-21.12283833202452,292,32.53,0.9964113448092294
SOLUSDT,std,OBV,542.9049498871115,518,34.94,1.0537204797169217
SOLUSDT,std,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,std,RSI7,-21.596615194938895,143,31.47,0.9924714658336589
SOLUSDT,std,KAMA,1166.0473341947602,196,37.76,1.3477765257946923
SOLUSDT,std,ELITE8,-497.49010820086255,1224,32.84,0.9796229797477927
SOLUSDT,std,ALL14,-315.60109248918167,1964,32.89,0.9918293009398371
SOLUSDT,dual,MSS,-58.37922580306197,6,50.0,0.42272744401000745
SOLUSDT,dual,FVG,2247.815797358488,870,85.86,1.6668834211582675
SOLUSDT,dual,SFP,272.44185186784324,171,81.87,1.3392186914304116
SOLUSDT,dual,MicroBurst,2118.1670541449253,573,83.07,1.894812001225647
SOLUSDT,dual,RSI,506.83209646008993,162,87.65,1.9089138072760539
SOLUSDT,dual,MACD,943.0315898490387,438,84.25,1.5382713369030336
SOLUSDT,dual,Bollinger,1210.526913173426,823,81.77,1.3402385045046912
SOLUSDT,dual,EMA,730.6566329118708,251,86.06,1.8320894093282794
SOLUSDT,dual,ADX,563.4841385992729,206,85.44,1.6741578524859162
SOLUSDT,dual,Stochastic,648.0208749177682,357,85.43,1.4650898049859222
SOLUSDT,dual,OBV,2052.8686143012665,708,85.88,1.8137264886046307
SOLUSDT,dual,SuperTrend,0.0,0,0.0,0.0
SOLUSDT,dual,RSI7,467.1343403174296,165,87.27,1.903156165231908
SOLUSDT,dual,KAMA,904.8600514846904,254,85.83,2.0201614980329223
SOLUSDT,dual,ELITE8,4279.803630623705,1616,84.96,1.6804749700342418
SOLUSDT,dual,ALL14,6121.235705278008,2370,84.77,1.6584375050751843
