symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
RENDERUSDT,MSS,8813.546896168245,764,93.06,4.089134630663292,0.0
RENDERUSDT,FVG,7298.258863799227,693,92.06,3.4473784213765724,-1515.2880323690188
RENDERUSDT,SFP,8752.976439849866,762,93.04,4.0679047788893685,-60.570456318379
RENDERUSDT,MicroBurst,8636.762602983443,741,93.66,4.433415833609431,-176.78429318480266
RENDERUSDT,RSI,8740.15162400201,757,93.0,4.063409700661021,-73.39527216623537
RENDERUSDT,MACD,8310.765608512065,731,93.02,3.996125866208559,-502.7812876561802
RENDERUSDT,Bollinger,8292.698420621953,737,92.67,3.7629293330308085,-520.8484755462923
RENDERUSDT,EMA,8549.395613840581,752,92.95,3.9965500125083433,-264.1512823276644
RENDERUSDT,ADX,8579.888635601299,744,93.15,4.111933155423224,-233.6582605669464
RENDERUSDT,Stochastic,8636.841690625142,724,92.96,4.236682547453549,-176.70520554310315
RENDERUSDT,OBV,7910.105595010313,695,93.09,4.011383720292752,-903.4413011579327
RENDERUSDT,SuperTrend,8813.546896168245,764,93.06,4.089134630663292,0.0
RENDERUSDT,RSI7,8787.487762488563,763,93.05,4.0800009443910845,-26.059133679682418
RENDERUSDT,KAMA,8798.37922732839,744,93.28,4.266799090074821,-15.167668839854741
