symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
RENDERUSDT,dual,ALL14,0.0003,0.0013,8813.546896168245,764,93.06,4.089134630663292,0.0
RENDERUSDT,dual,ALL14,0.001,0.002,7427.7924463228155,759,91.96,3.2184133839627607,-1385.75444984543
RENDERUSDT,dual,ALL14,0.003,0.004,3619.925993668361,737,88.74,1.7405300640479688,-5193.620902499884
