symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
XLMUSDT,std,0.0025,0.0015,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,std,0.0025,0.0045,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,std,0.004,0.0015,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,std,0.004,0.0045,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,std,0.005,0.0015,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,std,0.005,0.0045,198.8258696967378,65,33.85,1.105373635049278
XLMUSDT,dual,0.0025,0.0015,532.7399615986084,86,81.4,2.005444683364931
XLMUSDT,dual,0.0025,0.0045,574.552067863695,86,81.4,2.084357028927241
XLMUSDT,dual,0.004,0.0015,424.3279439258309,84,76.19,1.6339886514234903
XLMUSDT,dual,0.004,0.0045,437.83542406683256,84,76.19,1.6541701861098324
XLMUSDT,dual,0.005,0.0015,461.5020006199729,82,75.61,1.7035333853497125
XLMUSDT,dual,0.005,0.0045,465.5401759614833,82,75.61,1.709689352528256
