symbol,NOVA_RSI2_OS,NOVA_SMA_TREND,NOVA_SMA_PULL,net,trades,win_pct,pf
ETHUSDT,5,100,3,1.6672842630508997,34,88.24,1.6242623359173025
ETHUSDT,5,100,5,1.6672842630508997,34,88.24,1.6242623359173025
ETHUSDT,5,100,10,1.6672842630508997,34,88.24,1.6242623359173025
ETHUSDT,5,200,3,2.397483095086816,46,86.96,1.6395197867335758
ETHUSDT,5,200,5,2.397483095086816,46,86.96,1.6395197867335758
ETHUSDT,5,200,10,2.397483095086816,46,86.96,1.6395197867335758
ETHUSDT,10,100,3,2.277983981567581,78,84.62,1.3228811968480614
ETHUSDT,10,100,5,2.277983981567581,78,84.62,1.3228811968480614
ETHUSDT,10,100,10,2.277983981567581,78,84.62,1.3228811968480614
ETHUSDT,10,200,3,2.875886764553715,99,83.84,1.3152792701166975
ETHUSDT,10,200,5,2.875886764553715,99,83.84,1.3152792701166975
ETHUSDT,10,200,10,2.875886764553715,99,83.84,1.3152792701166975
ETHUSDT,15,100,3,7.434875623179922,126,86.51,1.763674720544242
ETHUSDT,15,100,5,7.434875623179922,126,86.51,1.763674720544242
ETHUSDT,15,100,10,7.353298612858323,124,86.29,1.7552955217899344
ETHUSDT,15,200,3,5.0764156078884595,142,84.51,1.358413477849282
ETHUSDT,15,200,5,5.0764156078884595,142,84.51,1.358413477849282
ETHUSDT,15,200,10,5.058721597566858,141,84.4,1.357164216112987
