symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
GRAMUSDT,dual,ALL14,0.0003,0.0013,3746.052163043452,738,88.89,2.075967791610137,0.0
GRAMUSDT,dual,ALL14,0.001,0.002,2734.6944887936593,730,87.81,1.7224238245755679,-1011.3576742497926
GRAMUSDT,dual,ALL14,0.003,0.004,-1040.7695117283968,706,82.01,0.8132003433998334,-4786.821674771849
