symbol,NOVA_EMA_FAST,NOVA_EMA_SLOW,NOVA_VOL_MULT,net,trades,win_pct,pf
FILUSDT,8,20,1.0,2.066460107578309,8,100.0,inf
FILUSDT,8,20,1.2,1.0810949077243048,5,100.0,inf
FILUSDT,8,20,1.5,0.0,0,0.0,0.0
FILUSDT,8,21,1.0,1.0649143823013758,5,100.0,inf
FILUSDT,8,21,1.2,0.339513492470509,3,100.0,inf
FILUSDT,8,21,1.5,0.0,0,0.0,0.0
FILUSDT,9,20,1.0,1.7142917608013406,7,100.0,inf
FILUSDT,9,20,1.2,1.0810949077243048,5,100.0,inf
FILUSDT,9,20,1.5,0.0,0,0.0,0.0
FILUSDT,9,21,1.0,-0.8646478773704822,4,75.0,0.4287138136872287
FILUSDT,9,21,1.2,-1.2378804204243805,3,66.67,0.18211331687282703
FILUSDT,9,21,1.5,0.0,0,0.0,0.0
