symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
FILUSDT,2.0,0.1,8,4.135583412127505,1,100.0,inf
FILUSDT,2.0,0.1,12,7.329733412127482,2,100.0,inf
FILUSDT,2.0,0.1,20,59.89313430979325,8,100.0,inf
FILUSDT,2.0,0.2,8,4.135583412127505,1,100.0,inf
FILUSDT,2.0,0.2,12,7.329733412127482,2,100.0,inf
FILUSDT,2.0,0.2,20,59.89313430979325,8,100.0,inf
FILUSDT,2.0,0.3,8,4.135583412127505,1,100.0,inf
FILUSDT,2.0,0.3,12,7.329733412127482,2,100.0,inf
FILUSDT,2.0,0.3,20,59.89313430979325,8,100.0,inf
FILUSDT,2.8,0.1,8,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.1,12,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.1,20,56.6989843097933,7,100.0,inf
FILUSDT,2.8,0.2,8,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.2,12,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.2,20,56.6989843097933,7,100.0,inf
FILUSDT,2.8,0.3,8,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.3,12,4.135583412127505,1,100.0,inf
FILUSDT,2.8,0.3,20,56.6989843097933,7,100.0,inf
FILUSDT,3.5,0.1,8,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.1,12,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.1,20,36.001389982934924,6,100.0,inf
FILUSDT,3.5,0.2,8,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.2,12,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.2,20,36.001389982934924,6,100.0,inf
FILUSDT,3.5,0.3,8,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.3,12,4.135583412127505,1,100.0,inf
FILUSDT,3.5,0.3,20,36.001389982934924,6,100.0,inf
