symbol,NOVA_Z_P,NOVA_Z_TH,NOVA_WICK_RATIO,net,trades,win_pct,pf
RENDERUSDT,20,-1.5,0.5,0.24798552858072753,8,87.5,1.3361289897319297
RENDERUSDT,20,-1.5,0.6,0.24798552858072753,8,87.5,1.3361289897319297
RENDERUSDT,20,-2.0,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,20,-2.0,0.6,0.0638829999999996,1,100.0,inf
RENDERUSDT,20,-2.5,0.5,0.0,0,0.0,0.0
RENDERUSDT,20,-2.5,0.6,0.0,0,0.0,0.0
RENDERUSDT,30,-1.5,0.5,1.6464960598735763,21,90.48,2.0764396190163876
RENDERUSDT,30,-1.5,0.6,1.5826130598735761,20,90.0,2.0346744463825073
RENDERUSDT,30,-2.0,0.5,0.3510236432039774,2,100.0,inf
RENDERUSDT,30,-2.0,0.6,0.3510236432039774,2,100.0,inf
RENDERUSDT,30,-2.5,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,30,-2.5,0.6,0.0638829999999996,1,100.0,inf
RENDERUSDT,50,-1.5,0.5,-0.6008267736679749,12,75.0,0.7110819107895672
RENDERUSDT,50,-1.5,0.6,-0.6008267736679749,12,75.0,0.7110819107895672
RENDERUSDT,50,-2.0,0.5,0.613213072404695,8,87.5,1.831172253064373
RENDERUSDT,50,-2.0,0.6,0.613213072404695,8,87.5,1.831172253064373
RENDERUSDT,50,-2.5,0.5,0.0638829999999996,1,100.0,inf
RENDERUSDT,50,-2.5,0.6,0.0638829999999996,1,100.0,inf
