NOVA_LB,NOVA_WICK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
20,0.7,BTCUSDT,F_008,2026-07-14T17:15:00+00:00,2026-07-14T17:15:00+00:00,64685.221612,64365.7087,1000.0,-4.9395,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-15T01:45:00+00:00,2026-07-15T01:45:00+00:00,64803.525207,64590.966222,1000.0,-3.2801,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-15T01:55:00+00:00,2026-07-15T02:15:00+00:00,64748.0632,64539.999129,1000.0,-3.2134,,stop,4
20,0.7,BTCUSDT,F_008,2026-07-16T20:45:00+00:00,2026-07-16T20:50:00+00:00,64229.379787,64048.499783,1000.0,-2.8162,,stop,1
20,0.7,BTCUSDT,F_008,2026-07-18T01:05:00+00:00,2026-07-18T01:05:00+00:00,63998.680267,63839.189863,1000.0,-2.4921,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-18T09:25:00+00:00,2026-07-18T09:25:00+00:00,64047.703915,63931.096734,1000.0,-1.8206,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-19T08:10:00+00:00,2026-07-19T08:10:00+00:00,64779.1035,64644.286536,1000.0,-2.0812,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-19T08:25:00+00:00,2026-07-19T08:25:00+00:00,64748.073213,64600.801425,1000.0,-2.2745,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-19T17:05:00+00:00,2026-07-19T18:00:00+00:00,64635.386911,64430.344149,1000.0,-3.1723,,stop,11
20,0.7,BTCUSDT,F_008,2026-07-19T21:40:00+00:00,2026-07-19T21:40:00+00:00,64510.294502,64360.395648,1000.0,-2.3236,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-20T13:50:00+00:00,2026-07-20T13:50:00+00:00,64804.957066,64483.866063,1000.0,-4.9547,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-23T02:05:00+00:00,2026-07-23T02:10:00+00:00,65925.592,65667.243461,1000.0,-3.9188,,stop,1
20,0.7,BTCUSDT,F_008,2026-07-23T02:30:00+00:00,2026-07-23T03:10:00+00:00,65831.4698,65601.528231,1000.0,-3.4929,,stop,8
20,0.7,BTCUSDT,F_008,2026-07-23T03:30:00+00:00,2026-07-23T05:00:00+00:00,65727.03421,65495.901563,1000.0,-3.5166,,stop,18
20,0.7,BTCUSDT,F_008,2026-07-23T12:50:00+00:00,2026-07-23T13:05:00+00:00,65235.035442,64968.497884,1000.0,-4.0858,,stop,3
20,0.7,BTCUSDT,F_008,2026-07-24T05:00:00+00:00,2026-07-24T05:00:00+00:00,65402.923413,65232.876001,1000.0,-2.6,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-24T20:40:00+00:00,2026-07-24T20:40:00+00:00,64294.634508,64117.327768,1000.0,-2.7577,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-25T16:30:00+00:00,2026-07-25T16:30:00+00:00,64225.644938,64080.576038,1000.0,-2.2587,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-25T20:20:00+00:00,2026-07-25T20:20:00+00:00,64463.714026,64335.232213,1000.0,-1.9931,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-26T17:45:00+00:00,2026-07-26T17:55:00+00:00,64766.076587,64590.969026,1000.0,-2.7037,,stop,2
20,0.7,BTCUSDT,F_008,2026-07-27T01:00:00+00:00,2026-07-27T01:10:00+00:00,65216.631548,64975.2395,1000.0,-3.7014,,stop,2
20,0.7,BTCUSDT,F_008,2026-07-27T01:20:00+00:00,2026-07-27T01:30:00+00:00,65168.6092,64924.968304,1000.0,-3.7386,,stop,2
20,0.7,BTCUSDT,F_008,2026-07-27T01:40:00+00:00,2026-07-27T06:00:00+00:00,65177.000094,65421.792486,1000.0,3.7558,,tp,52
20,0.7,BTCUSDT,F_008,2026-07-27T07:10:00+00:00,2026-07-27T07:30:00+00:00,65525.082013,65272.905353,1000.0,-3.8486,,stop,4
20,0.7,BTCUSDT,F_008,2026-07-28T00:15:00+00:00,2026-07-28T00:45:00+00:00,63764.7866,63439.078446,1000.0,-5.108,,stop,6
20,0.7,BTCUSDT,F_008,2026-07-28T09:00:00+00:00,2026-07-28T09:00:00+00:00,63510.526491,63339.803277,1000.0,-2.6881,,stop,0
20,0.7,BTCUSDT,F_008,2026-07-28T10:30:00+00:00,2026-07-28T13:25:00+00:00,63469.312983,63263.198057,1000.0,-3.2475,,stop,35
20,0.7,BTCUSDT,F_008,2026-07-31T00:30:00+00:00,2026-07-31T01:05:00+00:00,64859.217513,65124.53684,1000.0,4.0907,,tp,7
20,0.7,BTCUSDT,F_008,2026-07-31T03:15:00+00:00,2026-07-31T07:00:00+00:00,64341.5354,64078.439281,1000.0,-4.0891,,stop,45
20,0.7,BTCUSDT,F_008,2026-08-01T17:00:00+00:00,2026-08-01T17:00:00+00:00,63014.132016,62869.495284,1000.0,-2.2953,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-03T03:35:00+00:00,2026-08-03T03:35:00+00:00,63166.0092,62984.000561,1000.0,-2.8814,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-03T22:10:00+00:00,2026-08-04T00:15:00+00:00,63578.5448,63376.993177,1000.0,-3.1701,,stop,25
20,0.7,BTCUSDT,F_008,2026-08-06T19:35:00+00:00,2026-08-06T19:35:00+00:00,64495.7356,64336.487867,1000.0,-2.4691,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-07T04:05:00+00:00,2026-08-07T04:05:00+00:00,64383.409766,64204.351177,1000.0,-2.7811,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-09T19:15:00+00:00,2026-08-09T19:15:00+00:00,65284.739974,65190.345067,1000.0,-1.4459,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-10T15:30:00+00:00,2026-08-10T15:35:00+00:00,64479.7148,64188.606706,1000.0,-4.5147,,stop,1
20,0.7,BTCUSDT,F_008,2026-08-10T16:05:00+00:00,2026-08-10T16:15:00+00:00,64421.6394,64120.20035,1000.0,-4.6792,,stop,2
20,0.7,BTCUSDT,F_008,2026-08-10T16:25:00+00:00,2026-08-10T16:40:00+00:00,64197.308148,63890.924687,1000.0,-4.7725,,stop,3
20,0.7,BTCUSDT,F_008,2026-08-11T00:10:00+00:00,2026-08-11T00:10:00+00:00,64029.119787,63882.020773,1000.0,-2.2974,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-11T12:50:00+00:00,2026-08-11T13:00:00+00:00,64414.750456,64235.966428,1000.0,-2.7755,,stop,2
20,0.7,BTCUSDT,F_008,2026-08-12T19:30:00+00:00,2026-08-12T19:35:00+00:00,63462.764481,63282.952413,1000.0,-2.8333,,stop,1
20,0.7,BTCUSDT,F_008,2026-08-14T08:35:00+00:00,2026-08-14T09:40:00+00:00,62881.629987,62666.865588,1000.0,-3.4154,,stop,13
20,0.7,BTCUSDT,F_008,2026-08-14T22:20:00+00:00,2026-08-14T22:20:00+00:00,62916.164824,62765.156766,1000.0,-2.4001,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-16T05:05:00+00:00,2026-08-16T05:05:00+00:00,63176.012187,63073.014821,1000.0,-1.6303,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-16T21:35:00+00:00,2026-08-16T21:35:00+00:00,63116.364746,62986.762511,1000.0,-2.0534,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-18T18:05:00+00:00,2026-08-18T18:05:00+00:00,64757.745771,64596.088689,1000.0,-2.4963,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-19T00:20:00+00:00,2026-08-19T00:20:00+00:00,64671.56388,64521.813482,1000.0,-2.3156,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-22T21:45:00+00:00,2026-08-22T21:45:00+00:00,77130.469429,76831.123241,1000.0,-3.881,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-24T13:50:00+00:00,2026-08-24T14:20:00+00:00,78397.7848,79536.133236,1000.0,14.5202,,tp,6
20,0.7,BTCUSDT,F_008,2026-08-24T23:05:00+00:00,2026-08-25T00:40:00+00:00,78842.372013,79118.997717,1000.0,3.5086,,tp,19
20,0.7,BTCUSDT,F_008,2026-08-26T05:10:00+00:00,2026-08-26T08:55:00+00:00,78909.368996,78551.727397,1000.0,-4.5323,,stop,45
20,0.7,BTCUSDT,F_008,2026-08-26T09:00:00+00:00,2026-08-26T09:15:00+00:00,78809.909867,78476.82862,1000.0,-4.2264,,stop,3
20,0.7,BTCUSDT,F_008,2026-08-26T14:50:00+00:00,2026-08-26T15:00:00+00:00,78084.297796,77610.745351,1000.0,-6.0646,,stop,2
20,0.7,BTCUSDT,F_008,2026-08-27T01:20:00+00:00,2026-08-27T08:00:00+00:00,78773.622755,79080.42153,1000.0,3.8947,,tp,80
20,0.7,BTCUSDT,F_008,2026-08-28T02:55:00+00:00,2026-08-28T04:05:00+00:00,80024.79717,79520.894014,1000.0,-6.2968,,stop,14
20,0.7,BTCUSDT,F_008,2026-08-30T08:50:00+00:00,2026-08-30T08:50:00+00:00,78164.672147,77982.902411,1000.0,-2.3255,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-30T23:20:00+00:00,2026-08-30T23:20:00+00:00,78469.367737,78131.020911,1000.0,-4.3118,,stop,0
20,0.7,BTCUSDT,F_008,2026-08-31T02:05:00+00:00,2026-08-31T02:50:00+00:00,77752.9476,77348.633487,1000.0,-5.2,,stop,9
20,0.7,BTCUSDT,F_008,2026-08-31T12:35:00+00:00,2026-08-31T12:35:00+00:00,78217.190332,77864.553222,1000.0,-4.5084,,stop,0
55,0.5,BTCUSDT,F_008,2026-06-01T08:35:00+00:00,2026-06-01T08:40:00+00:00,72921.965477,72614.082863,1000.0,-4.2221,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-01T10:40:00+00:00,2026-06-01T11:55:00+00:00,72736.765029,72434.564664,1000.0,-4.1547,,stop,15
55,0.5,BTCUSDT,F_008,2026-06-01T22:10:00+00:00,2026-06-01T23:35:00+00:00,71007.029292,71394.863726,1000.0,5.4619,,tp,17
55,0.5,BTCUSDT,F_008,2026-06-03T03:55:00+00:00,2026-06-03T05:00:00+00:00,66022.397684,66802.216046,1000.0,11.8114,,tp,13
55,0.5,BTCUSDT,F_008,2026-06-03T13:50:00+00:00,2026-06-03T15:05:00+00:00,66880.8322,66447.129918,1000.0,-6.4847,,stop,15
55,0.5,BTCUSDT,F_008,2026-06-03T15:25:00+00:00,2026-06-03T15:55:00+00:00,66468.586977,66021.370331,1000.0,-6.7282,,stop,6
55,0.5,BTCUSDT,F_008,2026-06-03T16:05:00+00:00,2026-06-03T16:20:00+00:00,66265.252986,65755.463897,1000.0,-7.6932,,stop,3
55,0.5,BTCUSDT,F_008,2026-06-04T08:25:00+00:00,2026-06-04T09:15:00+00:00,63634.6176,63054.962305,1000.0,-9.1091,,stop,10
55,0.5,BTCUSDT,F_008,2026-06-04T09:35:00+00:00,2026-06-04T10:25:00+00:00,63077.8948,62579.195949,1000.0,-7.9061,,stop,10
55,0.5,BTCUSDT,F_008,2026-06-04T17:50:00+00:00,2026-06-04T18:25:00+00:00,63172.287351,63817.453812,1000.0,10.2128,,tp,7
55,0.5,BTCUSDT,F_008,2026-06-09T12:50:00+00:00,2026-06-09T13:15:00+00:00,62652.051923,62345.300389,1000.0,-4.8961,,stop,5
55,0.5,BTCUSDT,F_008,2026-06-09T13:30:00+00:00,2026-06-09T13:35:00+00:00,62423.334977,62087.300708,1000.0,-5.3832,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-10T18:55:00+00:00,2026-06-10T21:10:00+00:00,61915.555721,61516.729874,1000.0,-6.4414,,stop,27
55,0.5,BTCUSDT,F_008,2026-06-11T12:35:00+00:00,2026-06-11T15:00:00+00:00,62834.87929,62483.810316,1000.0,-5.5872,,stop,29
55,0.5,BTCUSDT,F_008,2026-06-11T17:25:00+00:00,2026-06-11T17:25:00+00:00,62493.125587,62886.792055,1000.0,6.2994,,tp,0
55,0.5,BTCUSDT,F_008,2026-06-12T06:25:00+00:00,2026-06-12T06:30:00+00:00,63278.1548,63030.588375,1000.0,-3.9124,,stop,1
55,0.5,BTCUSDT,F_008,2026-06-12T06:40:00+00:00,2026-06-12T08:15:00+00:00,63043.840587,63376.663678,1000.0,5.2792,,tp,19
55,0.5,BTCUSDT,F_008,2026-06-14T05:35:00+00:00,2026-06-14T05:35:00+00:00,64394.113663,64233.873788,1000.0,-2.4884,,stop,0
55,0.5,BTCUSDT,F_008,2026-06-14T18:05:00+00:00,2026-06-14T18:05:00+00:00,63860.9114,63622.154937,1000.0,-3.7387,,stop,0
55,0.5,BTCUSDT,F_008,2026-06-15T21:35:00+00:00,2026-06-15T21:45:00+00:00,66534.372387,66300.041569,1000.0,-3.522,,stop,2
55,0.5,BTCUSDT,F_008,2026-06-16T03:25:00+00:00,2026-06-16T06:30:00+00:00,65899.5582,66269.184691,1000.0,5.6089,,tp,37
55,0.5,BTCUSDT,F_008,2026-06-16T12:55:00+00:00,2026-06-16T13:05:00+00:00,66512.3538,66191.728258,1000.0,-4.8205,,stop,2
