symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
XLMUSDT,20,5,2,59.49149448708473,473,89.01,2.521169878794502
XLMUSDT,20,5,7,64.72742020586625,587,88.59,2.2721122386389614
XLMUSDT,20,5,14,82.053086205185,589,88.29,2.5532289136739394
XLMUSDT,20,7,2,56.19506782797591,477,88.68,2.3662744821796258
XLMUSDT,20,7,7,62.44946728812913,619,87.56,2.106627696682217
XLMUSDT,20,7,14,81.49211977047561,622,87.46,2.4060914864361944
XLMUSDT,20,9,2,59.65240312386257,480,88.75,2.479037351982638
XLMUSDT,20,9,7,58.218519407353625,646,88.08,1.990299613928969
XLMUSDT,20,9,14,78.4404433886309,650,88.15,2.3349626763166675
XLMUSDT,50,5,2,58.193519970687056,390,88.97,2.8127392356958825
XLMUSDT,50,5,7,60.88186081527741,496,87.7,2.3101584824087427
XLMUSDT,50,5,14,77.86671413722759,504,87.5,2.61048804183805
XLMUSDT,50,7,2,56.44800390883017,388,88.92,2.725541274291923
XLMUSDT,50,7,7,61.400507078493916,517,87.04,2.266955404153343
XLMUSDT,50,7,14,79.13248599339558,527,86.72,2.5547708647817466
XLMUSDT,50,9,2,58.37521602345559,389,88.95,2.8248234882576604
XLMUSDT,50,9,7,53.528934008344464,534,87.27,2.0342811602649293
XLMUSDT,50,9,14,73.31659728798438,544,87.5,2.4314674211703067
XLMUSDT,100,5,2,52.33367087763725,323,89.16,2.958702414416878
XLMUSDT,100,5,7,54.05290965762245,410,88.05,2.3929853133543744
XLMUSDT,100,5,14,76.37539177145554,422,88.39,2.9813689226046103
XLMUSDT,100,7,2,52.440728716804294,324,88.89,2.87821367626602
XLMUSDT,100,7,7,58.34318883061254,424,88.21,2.5223110654601038
XLMUSDT,100,7,14,77.59891079806766,435,88.05,2.9481681613233075
XLMUSDT,100,9,2,53.51158280257888,324,88.89,2.93424370139754
XLMUSDT,100,9,7,50.17288828137208,439,87.93,2.1590368792777577
XLMUSDT,100,9,14,70.54535544568614,451,88.03,2.6004176753269466
