pnl,never,above_bar,at_lock,armed_only
0.5580761195569696,False,True,False,False
0.7134344341513632,False,False,False,False
0.09384400000000198,True,True,True,False
0.09384400000000129,False,True,True,False
0.09384400000000002,False,False,True,False
1.0908590398086047,False,True,False,False
0.5015978884592867,False,False,False,False
0.9390123860794972,False,True,False,False
0.5369715426844103,False,False,False,False
0.42401698167505225,False,False,False,False
0.11713119128339172,False,False,False,False
1.0045716190998921,False,False,False,False
2.26458990546332,False,False,False,False
0.3201546108366845,False,False,False,False
0.7261879644181856,False,False,False,False
0.40466790709232414,False,False,False,False
0.7987224955384077,False,False,False,False
0.09384399999999939,False,False,True,False
0.3663006782809311,False,False,False,False
1.265068851493059,False,False,False,False
3.285630007145497,False,False,False,False
0.655429796217167,False,True,False,False
0.09384399999999703,True,True,True,False
0.19622711111597116,False,True,False,False
0.13198765962852907,False,False,False,False
0.9146778146156436,False,False,False,False
0.40349459897242135,False,True,False,False
0.3530149455332921,False,False,False,False
0.7996047693356214,False,False,False,False
0.2905836965783535,False,False,False,False
0.8743752347006885,False,False,False,False
1.2224970110823243,False,True,False,False
2.1562684879519645,False,False,False,False
0.5645557319428309,False,False,False,False
2.1190488797429006,False,True,False,False
0.24758128792282058,False,True,False,False
0.18502991499045593,False,True,False,False
1.4617462451514636,False,False,False,False
0.4027491615835311,False,True,False,False
0.6909595537305183,False,True,False,False
0.3634672362690726,False,False,False,False
0.7733993756168952,False,False,False,False
0.09384400000000066,False,False,True,False
0.8099480581979176,False,False,False,False
0.4247176530727937,False,True,False,False
0.35619648499504253,False,False,False,False
0.09384400000000132,True,True,True,False
0.5985321574354537,False,True,False,False
-2.0657814445371048,False,False,False,False
0.5563327760304704,False,True,False,False
0.3605262330383721,False,False,False,False
0.42372040797497373,False,True,False,False
0.9872366132301063,False,False,False,False
0.5800398760949607,False,False,False,False
0.1675487356905811,False,False,False,False
0.09384400000000345,False,False,True,False
0.09384400000000388,True,True,True,False
0.09384399999999776,True,True,True,False
-1.3632159575297558,False,False,False,False
0.2562083925043744,False,False,False,False
0.19977947968079013,False,True,False,False
0.18863555833015644,False,False,False,False
0.21753305428479755,False,True,False,False
0.09384399999999737,True,True,True,False
0.09384400000000241,False,False,True,False
1.3239990629027614,False,False,False,False
0.106669273639282,False,False,False,False
0.17034143740627408,False,True,False,False
0.09384400000000256,False,True,True,False
0.16519818963982222,False,False,False,False
0.0938439999999986,True,True,True,False
0.09384399999999977,False,False,True,False
0.23856445322053554,False,True,False,False
0.49522926704994835,False,True,False,False
0.13006868607249564,False,False,False,False
0.8119644665669734,False,True,False,False
0.20933680271848856,False,True,False,False
0.5684819814059301,False,False,False,False
0.12456454435321437,False,True,False,False
0.1177310759170997,False,False,False,False
0.1092640173834621,False,False,False,False
0.22449814764746678,False,False,False,False
1.2550136050727467,False,False,False,False
0.09384400000000338,True,True,True,False
0.76860762067852,False,True,False,False
0.8177517236891926,False,False,False,False
0.31899005702524696,False,False,False,False
1.0608256586900326,False,True,False,False
0.0938440000000006,True,True,True,False
0.09384399999999771,True,True,True,False
0.6084261379930207,False,False,False,False
0.22098020399567506,False,True,False,False
0.7346705371268851,False,False,False,False
0.1644918877319529,False,True,False,False
0.2588649444247058,False,True,False,False
0.09384399999999771,True,True,True,False
0.18262190431127745,False,False,False,False
0.09384400000000298,False,False,True,False
0.2388396781807856,False,False,False,False
0.132797818883733,False,True,False,False
0.23019082461423118,False,False,False,False
0.09384399999999898,True,True,True,False
0.3492151350565677,False,False,False,False
0.26810437133194526,False,False,False,False
0.3115557032296986,False,False,False,False
0.26929616916834875,False,True,False,False
0.7181812283591085,False,True,False,False
0.09384400000000172,True,True,True,False
0.16286251102602742,False,False,False,False
0.5453094301212023,False,False,False,False
0.8562795283424756,False,False,False,False
0.1313268308264472,False,False,False,False
0.21332601327840064,False,True,False,False
0.5605668142700748,False,False,False,False
0.17592690603132946,False,True,False,False
0.12319445726142438,False,False,False,False
0.4498261766197439,False,False,False,False
0.09384400000000197,False,False,True,False
0.8236203024217392,False,True,False,False
0.40941630757251174,False,False,False,False
0.4093392813223397,False,True,False,False
0.4211266407086945,False,False,False,False
0.42334604716771496,False,True,False,False
0.2688223944182224,False,False,False,False
0.269692643157414,False,False,False,False
0.09384400000000051,False,False,True,False
0.26685787774906555,False,True,False,False
0.22303695832654777,False,False,False,False
0.09384399999999957,False,False,True,False
0.12109299621721724,False,False,False,False
0.41993123020379325,False,False,False,False
1.2846981143752474,False,False,False,False
1.6860210416163277,False,False,False,False
1.413593308251369,False,False,False,False
0.09384400000000102,True,True,True,False
0.10351606222490829,False,False,False,False
0.3581138551941682,False,False,False,False
0.09384400000000184,True,True,True,False
0.39004143078327114,False,False,False,False
0.0938439999999999,True,True,True,False
0.09384399999999968,False,False,True,False
0.3326259995396311,False,True,False,False
0.09384399999999982,True,True,True,False
0.09384399999999966,False,False,True,False
0.10334952796658405,False,True,False,False
0.0938440000000012,False,False,True,False
0.29884519545014876,False,True,False,False
0.10100883058665641,False,False,False,False
0.35521797224290885,False,False,False,False
0.487520636475954,False,True,False,False
0.1978705123339671,False,True,False,False
0.24169869183766016,False,True,False,False
0.18169073468739166,False,False,False,False
0.41502476462308663,False,False,False,False
0.43203190501674216,False,False,False,False
0.34252849272668756,False,False,False,False
0.43304830704211505,False,False,False,False
0.10757213218969042,False,False,False,False
0.7317627648692615,False,False,False,False
0.9512819099961878,False,True,False,False
0.6976279631884119,False,False,False,False
0.6241508401344855,False,False,False,False
0.7628819398110385,False,True,False,False
0.3634496381928611,False,False,False,False
0.27119079516155276,False,False,False,False
0.09384400000000254,False,False,True,False
0.093844000000001,False,False,True,False
0.27612925683402473,False,False,False,False
1.174561479625556,False,True,False,False
0.8683654542812471,False,True,False,False
1.3065438230047581,False,False,False,False
0.6555589733346613,False,True,False,False
1.2347006489590673,False,False,False,False
1.631786681290258,False,True,False,False
