symbol,NOVA_EXIT,NOVA_TRIGGER,net,trades,win_pct,pf
VETUSDT,std,MSS,276.48501532033686,2,100.0,inf
VETUSDT,std,FVG,-560.5828632426266,138,34.06,0.8965740033505285
VETUSDT,std,SFP,-799.8880751259405,38,23.68,0.5371739393184192
VETUSDT,std,MicroBurst,202.93732884954957,98,38.78,1.0572427057757243
VETUSDT,std,RSI,-900.6590687251911,39,25.64,0.5352598571368373
VETUSDT,std,MACD,-734.5276715586692,88,34.09,0.8028512171787184
VETUSDT,std,Bollinger,-1679.021469714538,115,26.96,0.6681269245058549
VETUSDT,std,EMA,-611.8333087765047,44,29.55,0.7051006312989108
VETUSDT,std,ADX,-98.34382876705187,49,36.73,0.9452319288160798
VETUSDT,std,Stochastic,-1056.1579335551316,78,28.21,0.6812011319950159
VETUSDT,std,OBV,-708.290402936097,126,29.37,0.8602936967842636
VETUSDT,std,SuperTrend,0.0,0,0.0,0.0
VETUSDT,std,RSI7,-648.346656056439,42,30.95,0.6449896828599664
VETUSDT,std,KAMA,-1226.1759252282166,54,22.22,0.4505572332156907
VETUSDT,std,ELITE8,-3988.0020507159466,320,27.81,0.7038770826097881
VETUSDT,std,ALL14,-4709.691348205274,463,28.94,0.7525915234562008
VETUSDT,dual,MSS,88.97108829868513,2,100.0,inf
VETUSDT,dual,FVG,2056.1640466987133,213,90.61,3.088321516114375
VETUSDT,dual,SFP,493.27490959174395,46,95.65,6.829621821321925
VETUSDT,dual,MicroBurst,1609.3094418396026,146,94.52,4.239325220483246
VETUSDT,dual,RSI,429.49527436351445,49,93.88,3.4343056578968665
VETUSDT,dual,MACD,1098.293685435449,108,92.59,3.2641112718931566
VETUSDT,dual,Bollinger,1274.0414701599873,161,90.06,2.713642588868118
VETUSDT,dual,EMA,109.51206285314834,53,83.02,1.2405174832303867
VETUSDT,dual,ADX,521.1923327458388,58,89.66,2.580417673485196
VETUSDT,dual,Stochastic,83.46505157979234,101,82.18,1.0827214486875958
VETUSDT,dual,OBV,1424.8120790045655,175,92.0,3.514009050275964
VETUSDT,dual,SuperTrend,0.0,0,0.0,0.0
VETUSDT,dual,RSI7,527.5451489022897,52,92.31,4.182029469651119
VETUSDT,dual,KAMA,701.5117981823522,73,94.52,7.418786922815732
VETUSDT,dual,ELITE8,3631.8736468224174,436,91.28,3.018177089485089
VETUSDT,dual,ALL14,4816.849178968868,585,90.26,2.7597239428640057
