symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
XLMUSDT,std,0.0025,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.0025,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.004,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.004,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.005,0.0015,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,std,0.005,0.0045,-61.78020079719697,259,28.96,0.9843420002392753
XLMUSDT,dual,0.0025,0.0015,1031.3566625117985,296,76.69,1.7885945104085446
XLMUSDT,dual,0.0025,0.0045,1238.2211074442193,296,76.69,1.9467669172994078
XLMUSDT,dual,0.004,0.0015,1019.5389577018296,292,72.95,1.7077823507912062
XLMUSDT,dual,0.004,0.0045,1132.716123781231,292,72.95,1.786351982739486
XLMUSDT,dual,0.005,0.0015,875.2703145770265,290,68.62,1.5288283483240843
XLMUSDT,dual,0.005,0.0045,926.7890710599709,290,68.97,1.5654529847851228
