symbol,NOVA_SMA,NOVA_EMA_FAST,NOVA_OSC_P,net,trades,win_pct,pf
LINKUSDT,20,5,2,96.0206039646345,510,91.76,3.3098052207522746
LINKUSDT,20,5,7,116.42763562016306,651,91.55,3.1962573174300495
LINKUSDT,20,5,14,117.2122157402131,653,91.58,3.220645200742717
LINKUSDT,20,7,2,97.17957717927872,520,91.92,3.3376846786119976
LINKUSDT,20,7,7,125.36097900217429,683,92.24,3.435435904004782
LINKUSDT,20,7,14,126.75805871539434,689,92.31,3.442677414833256
LINKUSDT,20,9,2,99.9323788752203,521,92.13,3.457755988903689
LINKUSDT,20,9,7,128.44261397453386,711,91.7,3.2438582527947437
LINKUSDT,20,9,14,133.39189504179424,718,92.2,3.45984450303883
LINKUSDT,50,5,2,87.0711996091456,447,91.72,3.361041084443064
LINKUSDT,50,5,7,111.81133448553705,566,92.4,3.751390181028435
LINKUSDT,50,5,14,114.46602855653954,570,92.46,3.8326695733960374
LINKUSDT,50,7,2,90.17513782056534,448,92.41,3.6537613759778167
LINKUSDT,50,7,7,122.76203871024798,590,93.05,4.058673127968411
LINKUSDT,50,7,14,127.67050222210217,596,93.46,4.383640010355506
LINKUSDT,50,9,2,91.98919746541024,444,92.57,3.8336291440393913
LINKUSDT,50,9,7,127.81896582041811,608,92.6,3.9805569883510454
LINKUSDT,50,9,14,132.34598411911426,617,92.87,4.09990696298667
LINKUSDT,100,5,2,85.01017517133344,417,91.61,3.5041355972174038
LINKUSDT,100,5,7,111.77431244849585,529,93.01,4.25797799472414
LINKUSDT,100,5,14,117.12777294957657,538,93.31,4.520247182011352
LINKUSDT,100,7,2,86.72299347602656,414,92.03,3.7049251688309806
LINKUSDT,100,7,7,115.18293294406166,544,93.01,4.2961762343891525
LINKUSDT,100,7,14,120.4541442465781,552,93.48,4.701680281939437
LINKUSDT,100,9,2,85.21045263330257,406,91.87,3.7089408919943976
LINKUSDT,100,9,7,117.59451535208413,556,92.45,4.118911429581305
LINKUSDT,100,9,14,121.16641542789067,567,92.59,4.126595093896083
