symbol,NOVA_EXIT,NOVA_TRIG,NOVA_LOCK,net,trades,win_pct,pf
ETHUSDT,std,0.0025,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.0025,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.004,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.004,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.005,0.0015,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,std,0.005,0.0045,-1141.13746845879,285,29.12,0.7028627049689922
ETHUSDT,dual,0.0025,0.0015,-302.7832051333266,343,73.18,0.8030075984405095
ETHUSDT,dual,0.0025,0.0045,-23.566320072471775,343,73.18,0.984667623869853
ETHUSDT,dual,0.004,0.0015,-350.832616987691,328,68.9,0.8035094780484152
ETHUSDT,dual,0.004,0.0045,-230.78423105793544,328,68.9,0.8707448742704567
ETHUSDT,dual,0.005,0.0015,-453.8937797750732,319,64.26,0.7768875749409294
ETHUSDT,dual,0.005,0.0045,-414.93236894888287,319,64.26,0.7960391369153229
