symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
XLMUSDT,0.4,0.6,10,-11157.380353974688,4344,22.72,0.5764053313914453
XLMUSDT,0.4,0.6,20,-8305.361873671516,3067,22.5,0.5546361173399952
XLMUSDT,0.4,0.6,50,-4676.519061779924,1849,22.77,0.5925740646879812
XLMUSDT,0.4,0.8,10,-9969.387895039528,3968,23.06,0.5832985821837938
XLMUSDT,0.4,0.8,20,-7640.493283823281,2869,22.87,0.5635551434032859
XLMUSDT,0.4,0.8,50,-4323.974582287728,1754,23.09,0.6048486825215305
XLMUSDT,0.4,1.0,10,-8039.974494779714,3360,23.3,0.599625325260599
XLMUSDT,0.4,1.0,20,-6458.022256444102,2491,23.0,0.5749233632162166
XLMUSDT,0.4,1.0,50,-3586.6145506959115,1553,23.7,0.6274379062805133
XLMUSDT,0.5,0.6,10,-10437.923926308235,4043,22.71,0.5726133083974065
XLMUSDT,0.5,0.6,20,-7584.855436088942,2871,22.33,0.5622936967517285
XLMUSDT,0.5,0.6,50,-4181.912578119975,1711,22.79,0.6031585819061375
XLMUSDT,0.5,0.8,10,-9607.995989582421,3685,22.8,0.5684867798793486
XLMUSDT,0.5,0.8,20,-6957.01831968883,2672,22.57,0.5698580960923598
XLMUSDT,0.5,0.8,50,-3915.1769120757244,1614,22.8,0.6086799145345433
XLMUSDT,0.5,1.0,10,-7787.591839762094,3136,22.9,0.5852034528061267
XLMUSDT,0.5,1.0,20,-6019.547941679701,2336,22.65,0.5757236341450549
XLMUSDT,0.5,1.0,50,-3443.487027087189,1443,22.94,0.6154944680227291
XLMUSDT,0.6,0.6,10,-8627.746640707552,3316,22.83,0.5766526296677357
XLMUSDT,0.6,0.6,20,-6483.926625123219,2388,22.4,0.5608054713413099
XLMUSDT,0.6,0.6,50,-3933.042291161252,1433,22.33,0.5715689521973092
XLMUSDT,0.6,0.8,10,-8216.843417218675,3053,22.57,0.5643175285243297
XLMUSDT,0.6,0.8,20,-6055.57879026885,2244,22.46,0.5663570552402232
XLMUSDT,0.6,0.8,50,-3727.0693518976,1363,22.3,0.5758542551591845
XLMUSDT,0.6,1.0,10,-7041.142247603041,2638,22.44,0.5669700869740655
XLMUSDT,0.6,1.0,20,-5150.108100095782,1979,22.74,0.5791819626127928
XLMUSDT,0.6,1.0,50,-3292.985374486306,1225,22.45,0.5832189371943921
