symbol,NOVA_EPS,NOVA_FVG_MIN,NOVA_MSS_WINDOW,net,trades,win_pct,pf
LINKUSDT,2.0,0.1,8,11.62702450819315,37,70.27,1.1596354417988455
LINKUSDT,2.0,0.1,12,-43.931439305994566,77,63.64,0.7889702918202538
LINKUSDT,2.0,0.1,20,-129.97115536038183,177,60.45,0.7495817996240862
LINKUSDT,2.0,0.2,8,10.927035650168165,34,70.59,1.1627341448350508
LINKUSDT,2.0,0.2,12,-44.55850391220239,74,63.51,0.7798659593896772
LINKUSDT,2.0,0.2,20,-117.87929579508557,170,60.59,0.7614493884090863
LINKUSDT,2.0,0.3,8,7.311176765322756,33,69.7,1.1088838855050662
LINKUSDT,2.0,0.3,12,-44.84934950175871,67,62.69,0.7592804710799667
LINKUSDT,2.0,0.3,20,-118.12591111680621,163,60.12,0.7528757521858327
LINKUSDT,2.8,0.1,8,0.0723503295800838,27,70.37,1.0011853285227825
LINKUSDT,2.8,0.1,12,-78.76470627391069,64,59.38,0.6074268586833539
LINKUSDT,2.8,0.1,20,-91.98674895894155,147,61.22,0.7805502472385127
LINKUSDT,2.8,0.2,8,2.566511471555127,25,72.0,1.0463688568813665
LINKUSDT,2.8,0.2,12,-76.1976208801185,62,59.68,0.6089939036281122
LINKUSDT,2.8,0.2,20,-77.37337065352995,141,61.7,0.804105230961322
LINKUSDT,2.8,0.3,8,-1.0493474132902847,24,70.83,0.9810415653446481
LINKUSDT,2.8,0.3,12,-76.4884664696748,55,58.18,0.5721503573770215
LINKUSDT,2.8,0.3,20,-82.09081497322043,136,61.03,0.7876009306253747
LINKUSDT,3.5,0.1,8,15.374533723572993,20,75.0,1.472514222969971
LINKUSDT,3.5,0.1,12,-72.38041575154749,50,58.0,0.5613594335988406
LINKUSDT,3.5,0.1,20,-79.54031669306384,123,60.98,0.7780618670869501
LINKUSDT,3.5,0.2,8,17.868694865548036,18,77.78,1.6655154844611475
LINKUSDT,3.5,0.2,12,-66.61918035775525,49,59.18,0.5816679634276151
LINKUSDT,3.5,0.2,20,-68.68478806048321,120,61.67,0.8005320162326651
LINKUSDT,3.5,0.3,8,17.868694865548036,18,77.78,1.6655154844611475
LINKUSDT,3.5,0.3,12,-63.29416706246615,43,58.14,0.5578408099724811
LINKUSDT,3.5,0.3,20,-69.78637349532833,116,61.21,0.7922152940597056
