symbol,NOVA_SCORE_TH,NOVA_FLOW_MOM,NOVA_VOL_MOM,net,trades,win_pct,pf
SOLUSDT,70,2.5,2.0,-54.05828062416513,2447,57.01,0.6787538014271565
SOLUSDT,70,2.5,2.5,-52.21461857269694,2231,56.48,0.6634319251764359
SOLUSDT,70,2.5,3.0,-46.18622416838763,1990,56.63,0.6644310492724901
SOLUSDT,70,3.0,2.0,-51.79879730507272,2365,57.04,0.6810598749133553
SOLUSDT,70,3.0,2.5,-49.25106115813586,2160,56.67,0.6704668325468301
SOLUSDT,70,3.0,3.0,-43.21505505533716,1936,56.92,0.6750019084758345
SOLUSDT,70,4.0,2.0,-47.23009874691467,1948,56.16,0.6559935076754989
SOLUSDT,70,4.0,2.5,-43.925314585942616,1808,56.14,0.6546473453037692
SOLUSDT,70,4.0,3.0,-39.66210129808073,1663,56.22,0.6603298268174548
SOLUSDT,72,2.5,2.0,-54.05828062416513,2447,57.01,0.6787538014271565
SOLUSDT,72,2.5,2.5,-52.21461857269694,2231,56.48,0.6634319251764359
SOLUSDT,72,2.5,3.0,-46.18622416838763,1990,56.63,0.6644310492724901
SOLUSDT,72,3.0,2.0,-51.79879730507272,2365,57.04,0.6810598749133553
SOLUSDT,72,3.0,2.5,-49.25106115813586,2160,56.67,0.6704668325468301
SOLUSDT,72,3.0,3.0,-43.21505505533716,1936,56.92,0.6750019084758345
SOLUSDT,72,4.0,2.0,-47.23009874691467,1948,56.16,0.6559935076754989
SOLUSDT,72,4.0,2.5,-43.925314585942616,1808,56.14,0.6546473453037692
SOLUSDT,72,4.0,3.0,-39.66210129808073,1663,56.22,0.6603298268174548
SOLUSDT,75,2.5,2.0,-54.05828062416513,2447,57.01,0.6787538014271565
SOLUSDT,75,2.5,2.5,-52.21461857269694,2231,56.48,0.6634319251764359
SOLUSDT,75,2.5,3.0,-46.18622416838763,1990,56.63,0.6644310492724901
SOLUSDT,75,3.0,2.0,-51.79879730507272,2365,57.04,0.6810598749133553
SOLUSDT,75,3.0,2.5,-49.25106115813586,2160,56.67,0.6704668325468301
SOLUSDT,75,3.0,3.0,-43.21505505533716,1936,56.92,0.6750019084758345
SOLUSDT,75,4.0,2.0,-47.23009874691467,1948,56.16,0.6559935076754989
SOLUSDT,75,4.0,2.5,-43.925314585942616,1808,56.14,0.6546473453037692
SOLUSDT,75,4.0,3.0,-39.66210129808073,1663,56.22,0.6603298268174548
