NOVA_LB,NOVA_WICK,symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held
10,0.5,LINKUSDT,F_008,2026-06-01T01:35:00+00:00,2026-06-01T01:40:00+00:00,9.132857,9.083177,1000.0,-5.4398,,stop,1
10,0.5,LINKUSDT,F_008,2026-06-01T02:05:00+00:00,2026-06-01T02:40:00+00:00,9.062766,9.1383,1000.0,8.3345,,tp,7
10,0.5,LINKUSDT,F_008,2026-06-01T08:35:00+00:00,2026-06-01T12:10:00+00:00,8.998683,8.93334,1000.0,-7.2614,,stop,43
10,0.5,LINKUSDT,F_008,2026-06-01T12:15:00+00:00,2026-06-01T13:10:00+00:00,8.968644,8.907335,1000.0,-6.8359,,stop,11
10,0.5,LINKUSDT,F_008,2026-06-01T15:00:00+00:00,2026-06-01T17:05:00+00:00,8.890543,9.020515,1000.0,14.6192,,tp,25
10,0.5,LINKUSDT,F_008,2026-06-01T21:15:00+00:00,2026-06-01T21:15:00+00:00,9.033729,8.985604,1000.0,-5.3273,,stop,0
10,0.5,LINKUSDT,F_008,2026-06-02T00:45:00+00:00,2026-06-02T01:05:00+00:00,9.023716,8.972322,1000.0,-5.6954,,stop,4
10,0.5,LINKUSDT,F_008,2026-06-02T05:45:00+00:00,2026-06-02T05:55:00+00:00,8.929593,8.868906,1000.0,-6.7962,,stop,2
10,0.5,LINKUSDT,F_008,2026-06-02T06:50:00+00:00,2026-06-02T07:00:00+00:00,8.856498,8.794622,1000.0,-6.9866,,stop,2
10,0.5,LINKUSDT,F_008,2026-06-02T15:40:00+00:00,2026-06-02T19:30:00+00:00,8.552103,8.429559,1000.0,-14.3291,,stop,46
10,0.5,LINKUSDT,F_008,2026-06-03T09:35:00+00:00,2026-06-03T09:45:00+00:00,8.509047,8.457467,1000.0,-6.0618,,stop,2
10,0.5,LINKUSDT,F_008,2026-06-03T14:30:00+00:00,2026-06-03T15:45:00+00:00,8.461986,8.376797,1000.0,-10.0673,,stop,15
10,0.5,LINKUSDT,F_008,2026-06-03T18:25:00+00:00,2026-06-03T19:55:00+00:00,8.282754,8.201506,1000.0,-9.8092,,stop,18
10,0.5,LINKUSDT,F_008,2026-06-03T21:00:00+00:00,2026-06-03T21:30:00+00:00,8.161596,8.326187,1000.0,20.1665,,tp,6
10,0.5,LINKUSDT,F_008,2026-06-04T04:40:00+00:00,2026-06-04T05:00:00+00:00,8.249711,8.167508,1000.0,-9.9644,,stop,4
10,0.5,LINKUSDT,F_008,2026-06-04T09:35:00+00:00,2026-06-04T10:50:00+00:00,7.903261,7.813804,1000.0,-11.319,,stop,15
10,0.5,LINKUSDT,F_008,2026-06-04T16:35:00+00:00,2026-06-04T17:40:00+00:00,8.031427,7.962206,1000.0,-8.6188,,stop,13
10,0.5,LINKUSDT,F_008,2026-06-05T02:25:00+00:00,2026-06-05T02:40:00+00:00,7.919282,7.839934,1000.0,-10.0196,,stop,3
10,0.5,LINKUSDT,F_008,2026-06-05T04:05:00+00:00,2026-06-05T05:40:00+00:00,7.805134,7.717659,1000.0,-11.2073,,stop,19
