symbol,exp,entry_time,exit_time,entry,exit,notional,pnl,r_mult,exit_side,bars_held,driver
ATOMUSDT,F_213_breakers,2025-05-26T12:00:00+00:00,2025-05-26T16:00:00+00:00,4.863314,4.878848,20.0,0.0639,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-27T12:00:00+00:00,2025-05-27T16:00:00+00:00,4.905369,4.948591,20.0,0.1762,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-28T12:00:00+00:00,2025-05-28T16:00:00+00:00,4.800232,4.841816,20.0,0.1733,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-29T00:00:00+00:00,2025-05-29T04:00:00+00:00,4.851298,4.906679,20.0,0.2283,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-29T12:00:00+00:00,2025-05-29T20:00:00+00:00,4.846292,4.613572,20.0,-0.9604,,stop,2,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-30T12:00:00+00:00,2025-05-31T00:00:00+00:00,4.477814,4.222032,20.0,-1.1424,,stop,3,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-31T00:00:00+00:00,2025-05-31T16:00:00+00:00,4.295577,4.333884,20.0,0.1784,,stop,4,F_213_breakers
ATOMUSDT,F_213_breakers,2025-05-31T16:00:00+00:00,2025-05-31T20:00:00+00:00,4.311598,4.35983,20.0,0.2237,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-06-08T20:00:00+00:00,2025-06-09T12:00:00+00:00,4.300584,4.31432,20.0,0.0639,,stop,4,F_213_breakers
ATOMUSDT,F_213_breakers,2025-06-09T16:00:00+00:00,2025-06-09T20:00:00+00:00,4.327619,4.380786,20.0,0.2457,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-06-10T00:00:00+00:00,2025-06-10T04:00:00+00:00,4.439764,4.455261,20.0,0.0698,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-06-10T12:00:00+00:00,2025-06-10T16:00:00+00:00,4.541897,4.566891,20.0,0.1101,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-06-11T00:00:00+00:00,2025-06-11T16:00:00+00:00,4.607983,4.622701,20.0,0.0639,,stop,4,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-15T00:00:00+00:00,2025-07-15T04:00:00+00:00,4.560922,4.57549,20.0,0.0639,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-15T12:00:00+00:00,2025-07-15T16:00:00+00:00,4.514862,4.576374,20.0,0.2725,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-15T20:00:00+00:00,2025-07-16T00:00:00+00:00,4.562924,4.711091,20.0,0.6494,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-16T16:00:00+00:00,2025-07-16T20:00:00+00:00,4.688087,4.785933,20.0,0.4174,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-17T00:00:00+00:00,2025-07-17T04:00:00+00:00,4.751168,4.794914,20.0,0.1841,,stop,1,F_213_breakers
ATOMUSDT,F_213_breakers,2025-07-17T08:00:00+00:00,2025-07-17T12:00:00+00:00,4.763184,4.823854,20.0,0.2547,,stop,1,F_213_breakers
