symbol,trigger,trig,lock,net,trades,pf,ratio_vs_base,is_base
XLMUSDT,ALL14,0.002,0.0036,5381.904968239857,772,2.462060483772296,0.9944513375408857,False
XLMUSDT,ALL14,0.002,0.0045,5581.180626085205,772,2.5161961599748297,1.0312728618251499,False
XLMUSDT,ALL14,0.002,0.005399999999999999,5813.423451091259,772,2.5792877714181355,1.0741859547401067,False
XLMUSDT,ALL14,0.0025,0.0036,5229.219796423619,765,2.3199511169287046,0.9662386555572096,False
XLMUSDT,ALL14,0.0025,0.0045,5411.933963051849,765,2.3660715283301528,1.0,True
XLMUSDT,ALL14,0.0025,0.005399999999999999,5627.856122397409,765,2.4205742469943683,1.0398974120563362,False
XLMUSDT,ALL14,0.003,0.0036,5343.753604132367,754,2.3273006533841696,0.9874018494340545,False
XLMUSDT,ALL14,0.003,0.0045,5499.417948904026,754,2.3659651206912478,1.01616501355143,False
XLMUSDT,ALL14,0.003,0.005399999999999999,5689.589275925218,754,2.413200555800936,1.051304268449868,False
