symbol,exit,trigger,slip_per_side,cost_per_side,net,trades,win_pct,pf,delta_vs_base
XLMUSDT,dual,ALL14,0.0003,0.0013,5411.933963051849,765,88.63,2.3660715283301528,0.0
XLMUSDT,dual,ALL14,0.001,0.002,4711.165311044758,753,88.05,2.1455171742726438,-700.7686520070911
XLMUSDT,dual,ALL14,0.003,0.004,1178.3734076392302,731,82.76,1.1985119088275027,-4233.560555412619
