symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
XLMUSDT,MSS,5429.084885627518,765,88.63,2.370400736183606,17.15092257566903
XLMUSDT,FVG,4941.568321338179,690,87.83,2.3055573997505485,-470.3656417136699
XLMUSDT,SFP,5395.231587500477,760,88.68,2.3764089103174033,-16.702375551371915
XLMUSDT,MicroBurst,4201.048934726562,740,88.11,2.029813427414645,-1210.8850283252868
XLMUSDT,RSI,5418.351729899188,759,88.8,2.3915320163584215,6.417766847339408
XLMUSDT,MACD,5419.402719945874,730,88.9,2.5059487041772175,7.468756894025319
XLMUSDT,Bollinger,5441.814633823601,723,88.8,2.4618471446854238,29.880670771752193
XLMUSDT,EMA,5340.300591241956,750,88.67,2.37927674153636,-71.6333718098931
XLMUSDT,ADX,5620.219565518423,745,89.13,2.538347761070718,208.28560246657435
XLMUSDT,Stochastic,5282.889696861018,723,88.52,2.412860687713343,-129.04426619083097
XLMUSDT,OBV,4688.542506908975,703,88.62,2.2907959434630225,-723.3914561428737
XLMUSDT,SuperTrend,5411.933963051849,765,88.63,2.3660715283301528,0.0
XLMUSDT,RSI7,5418.028542264579,765,88.63,2.3676099120570244,6.094579212730423
XLMUSDT,KAMA,5366.43921939192,753,88.45,2.3750982641999734,-45.494743659928645
