symbol,NOVA_COOLDOWN_S,NOVA_MAX_PER,net,trades,win_pct,pf
FILUSDT,120.0,2,-207.24543516605172,342,35.96,0.9671923738403349
FILUSDT,120.0,3,-630.6500341069362,395,34.43,0.9145531286626406
FILUSDT,300.0,2,-207.24543516605172,342,35.96,0.9671923738403349
FILUSDT,300.0,3,-630.6500341069362,395,34.43,0.9145531286626406
