symbol,NOVA_BODY_RATIO,NOVA_RANGE_ATR,NOVA_LOOKBACK,net,trades,win_pct,pf
GRAMUSDT,0.4,0.6,10,-510.71574707433666,135,28.89,0.7784213794025009
GRAMUSDT,0.4,0.6,20,-362.55167521582297,97,28.87,0.7742627256849867
GRAMUSDT,0.4,0.6,50,-45.71009259633852,51,33.33,0.9425056032341408
GRAMUSDT,0.4,0.8,10,-521.0098886803496,121,28.1,0.7499369201423892
GRAMUSDT,0.4,0.8,20,-397.3174988825578,90,27.78,0.7350866100094036
GRAMUSDT,0.4,0.8,50,-36.17509019150555,49,32.65,0.9516235958267296
GRAMUSDT,0.4,1.0,10,-442.57240549252526,99,29.29,0.7380949916702498
GRAMUSDT,0.4,1.0,20,-503.98358252603555,76,26.32,0.6126396383990904
GRAMUSDT,0.4,1.0,50,-132.29139263535725,43,30.23,0.808399236810832
GRAMUSDT,0.5,0.6,10,-351.43639741097104,118,29.66,0.8218392310612218
GRAMUSDT,0.5,0.6,20,-94.87549784316458,85,31.76,0.9281952487373344
GRAMUSDT,0.5,0.6,50,15.661650440448852,48,35.42,1.0213471743981342
GRAMUSDT,0.5,0.8,10,-280.5047490058933,105,30.48,0.8387185345457242
GRAMUSDT,0.5,0.8,20,-147.03983214634968,78,30.77,0.8806901910605989
GRAMUSDT,0.5,0.8,50,18.120023057383605,46,34.78,1.0261287949255884
GRAMUSDT,0.5,1.0,10,-316.97904094796905,88,30.68,0.7829604686107516
GRAMUSDT,0.5,1.0,20,-353.3148527940962,68,27.94,0.6872066270899989
GRAMUSDT,0.5,1.0,50,-76.63006415087315,40,32.5,0.8792831996287701
GRAMUSDT,0.6,0.6,10,-431.14554276636864,100,29.0,0.7476708720167391
GRAMUSDT,0.6,0.6,20,-330.8295912375015,71,28.17,0.7238693386150575
GRAMUSDT,0.6,0.6,50,-89.05955524104016,41,31.71,0.8665284401520598
GRAMUSDT,0.6,0.8,10,-364.4838047011353,89,29.21,0.7586239267222695
GRAMUSDT,0.6,0.8,20,-295.8038768125687,66,28.79,0.7295186595365359
GRAMUSDT,0.6,0.8,50,-10.968136136074811,38,34.21,0.9813423564174062
GRAMUSDT,0.6,1.0,10,-270.56110215948064,73,30.14,0.7785978617256792
GRAMUSDT,0.6,1.0,20,-352.0841187061321,59,27.12,0.6510745593947442
GRAMUSDT,0.6,1.0,50,-68.10912915184812,34,32.35,0.8747094601015833
