symbol,dropped,net,trades,win_pct,pf,delta_vs_all14
LINKUSDT,MSS,-4758.126905694077,588,31.46,0.7802695810431249,67.53295841306226
LINKUSDT,FVG,-3738.855438905045,505,32.08,0.7988331237448905,1086.8044252020945
LINKUSDT,SFP,-4691.698094031391,585,31.45,0.7816125153619528,133.96177007574897
LINKUSDT,MicroBurst,-4470.278098209443,552,31.7,0.7804450651443499,355.3817658976968
LINKUSDT,RSI,-4563.6098950863925,588,31.63,0.7881413133076121,262.0499690207471
LINKUSDT,MACD,-2799.543396147395,557,33.21,0.8584562005090759,2026.1164679597446
LINKUSDT,Bollinger,-3860.9440136102653,552,32.07,0.8088981412225275,964.7158504968743
LINKUSDT,EMA,-4210.497786224485,575,32.0,0.7998271465770433,615.1620778826546
LINKUSDT,ADX,-4176.178399229154,567,32.1,0.7989821054145764,649.4814648779857
LINKUSDT,Stochastic,-3668.497962915852,551,32.67,0.8154654436329118,1157.1619011912876
LINKUSDT,OBV,-3688.336737660959,533,32.08,0.8108253006041434,1137.3231264461806
LINKUSDT,SuperTrend,-4825.65986410714,590,31.36,0.7778437402272047,0.0
LINKUSDT,RSI7,-5284.149146935873,589,31.07,0.7579407014949434,-458.48928282873385
LINKUSDT,KAMA,-4589.344108924298,572,31.64,0.782385690825525,236.3157551828417
