symbol,NOVA_EXIT,NOVA_TRIGGER,blind_net,trades,win_pct,pf
LINKUSDT,std,MSS,108.47659239371158,3,66.67,2.439763986405429
LINKUSDT,std,FVG,-2592.4631137224605,194,29.38,0.6972484821878766
LINKUSDT,std,SFP,-378.8394719367599,58,32.76,0.835377787887705
LINKUSDT,std,MicroBurst,128.45617944132957,149,34.23,1.0229222637291644
LINKUSDT,std,RSI,-139.5187250809077,70,30.0,0.9597968151356544
LINKUSDT,std,MACD,-417.4166867417068,131,32.82,0.9245167725536071
LINKUSDT,std,Bollinger,-1629.5227632659037,174,28.16,0.7794604341961309
LINKUSDT,std,EMA,-585.1938810826657,57,29.82,0.7338584012236437
LINKUSDT,std,ADX,-53.72500712572481,68,33.82,0.9791546713637728
LINKUSDT,std,Stochastic,592.14813612161,126,31.75,1.111925442522187
LINKUSDT,std,OBV,-590.5716547561466,181,33.15,0.9174465440769562
LINKUSDT,std,SuperTrend,0.0,0,0.0,0.0
LINKUSDT,std,RSI7,202.81885357587032,70,35.71,1.064070190377505
LINKUSDT,std,KAMA,462.2275285339239,61,39.34,1.2379485901355705
LINKUSDT,std,ELITE8,481.51195426861966,460,33.7,1.0268031274947957
LINKUSDT,std,ALL14,-2388.3389178331927,711,31.22,0.9169372403176391
LINKUSDT,dual,MSS,30.89319590909649,3,100.0,inf
LINKUSDT,dual,FVG,2342.04580718081,302,92.05,2.9906113545952673
LINKUSDT,dual,SFP,436.0577206046895,69,89.86,2.401746367390805
LINKUSDT,dual,MicroBurst,2197.2597806189265,224,92.41,3.6729000537272203
LINKUSDT,dual,RSI,936.309350711581,99,91.92,3.0411785369262505
LINKUSDT,dual,MACD,1385.9975279726243,169,89.94,2.5879327691358975
LINKUSDT,dual,Bollinger,1537.5938974462667,248,88.71,2.2184717823923017
LINKUSDT,dual,EMA,770.8351225313963,75,93.33,5.619041513961877
LINKUSDT,dual,ADX,317.0321559307235,82,84.15,1.5049359746037965
LINKUSDT,dual,Stochastic,1526.49753230467,176,92.05,2.9537726907236364
LINKUSDT,dual,OBV,2242.7202484236573,259,89.19,2.669342689971426
LINKUSDT,dual,SuperTrend,0.0,0,0.0,0.0
LINKUSDT,dual,RSI7,696.4577744737502,97,90.72,2.322024284030606
LINKUSDT,dual,KAMA,721.9860654351039,86,93.02,3.720467995246934
LINKUSDT,dual,ELITE8,5194.208370811941,646,89.94,2.628237089843484
LINKUSDT,dual,ALL14,6547.4702224244165,914,89.5,2.3518818621811843
